,Basin,Operator,State,County,report_date,drill_type,well,rig,well_type,field,formation,permit_depth,spud_date,API_UWI,lat_long,rated_hp,permit_approval_date,state_id,county_id,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1
1242,Permian - Midland,"PIONEER NATURAL RES. USA, INC.",TX,REAGAN,12/27/2021,H,UNIVERSITY E2-30B 102H,Patterson 804,OIL & GAS,SPRABERRY,"TREND AREA, TREND AREA) R 40 EXC","10,150 ft",2021-12-17,42-383-40765,31.2823502 / -101.767294,1500,2020-01-08,42,383,542.0,542.0,,,
1243,Permian - Midland,"RP OPERATING, L.L.C.",TX,REAGAN,12/27/2021,H,PAPAYA B 199-178 LB 2H,AKITA 516,OIL & GAS,SPRABERRY,TREND AREA,"10,000 ft",2021-12-19,42-383-41048,31.2050902 / -101.3891849,1500,2021-09-23,42,383,543.0,543.0,,,
1244,Permian - Midland,SEM OPERATING COMPANY LLC,TX,REAGAN,12/27/2021,H,UNIVERSITY 2-58 2507WB,Independence 307,OIL & GAS,LIN,WOLFCAMP,"10,000 ft",2021-12-14,42-383-41067,31.2870369 / -101.6767242,1500,2021-11-17,42,383,544.0,544.0,,,
1245,Haynesville,BPX OPERATING COMPANY,LA,RED RIVER,12/27/2021,H,HA RA SUS;MJR FAMLLC21-28-33HC 002-ALT,H&P 445,GAS,GAHAGAN,HA,"23,858 ft",2021-12-16,17-081-21734,32.0100824 / -93.3911918,1500,2021-08-23,17,81,545.0,545.0,,,
1246,Haynesville,"GEP HAYNESVILLE, LLC",LA,RED RIVER,12/27/2021,H,HA RA SU58;JIMMY GAY 16-9 HC 001-ALT,H&P 506,GAS,WOODARDVILLE,HAYNESVILLE,"21,500 ft",2021-12-10,17-081-21739,32.1935914 / -93.3914249,1500,2021-09-27,17,81,546.0,546.0,,,
1247,Haynesville,"GEP HAYNESVILLE, LLC",LA,RED RIVER,12/27/2021,H,HA RA SUAA;ROW PROP 9-16 HC 001-ALT,H&P 507,GAS,WOODARDVILLE,HAYNESVILLE,"21,500 ft",2021-11-16,17-081-21741,32.2163065 / -93.400261,1500,2021-09-28,17,81,547.0,547.0,,,
1248,Haynesville,INDIGO MINERALS LLC,LA,RED RIVER,12/27/2021,H,HA RA SUSS;LGR 22&15&10-11-9HC 002-ALT,Independence 208,GAS,REDOAK LAKE,HAYNESVILLE, ,2021-10-21,17-081-21732,31.9141557 / -93.2915081,1500,2021-08-17,17,81,548.0,548.0,,,
1249,Haynesville,PA PROSPECT CORPORATION,LA,RED RIVER,12/27/2021,,REIMER CALHOUN SWD  ,Reliance 1,UNKNOWN, , , ,2021-12-11,17-081-88021,32.0811157 / -93.4788513,800, ,17,81,549.0,549.0,,,
1250,Haynesville,TELLURIAN OPERATING LLC,LA,RED RIVER,12/27/2021,H,HA RB SU90;NRG 29-12-10 H 004-ALT,Basin 105,GAS,RED RIVER-BULL BAYOU,HAYNESVILLE,"17,841 ft",2021-12-22,17-081-21744,31.9915848 / -93.4210959,1500,2021-11-10,17,81,550.0,550.0,,,
1251,Haynesville,VINE ENERGY OPERATING LP,LA,RED RIVER,12/27/2021,H,HA RA SUE;MONDELLO 29-32-5 HC 001-ALT,Cactus 141,GAS,REDOAK LAKE,HAYNESVILLE, ,2021-12-07,17-081-21736,31.9161117 / -93.3010268,1500,2021-09-17,17,81,551.0,551.0,,,
1252,Permian - Delaware,ANADARKO E&P ONSHORE LLC,TX,REEVES,12/27/2021,H,VALKYRIE STATE 57-2-40 UNIT 15HA,H&P 266,OIL & GAS,PHANTOM,WOLFCAMP,"13,000 ft",2021-12-14,42-389-39639,31.7826667 / -103.9641016,1500,2021-10-05,42,389,552.0,552.0,,,
1253,Permian - Delaware,ANADARKO E&P ONSHORE LLC,TX,REEVES,12/27/2021,H,BONSAI 56-2-13-25 C 15H,Ensign 778,OIL & GAS,PHANTOM,WOLFCAMP,"13,000 ft",2021-12-02,42-389-39629,31.8497948 / -103.8162054,1500,2021-10-26,42,389,553.0,553.0,,,
1254,Permian - Delaware,BPX OPERATING COMPANY,TX,REEVES,12/27/2021,H,STATE AL OLSON 57-T2-6X43 G W107H,H&P 614,OIL & GAS,PHANTOM,WOLFCAMP,"11,718 ft",2021-12-14,42-389-39570,31.8696087 / -103.9941054,1500,2021-09-16,42,389,554.0,554.0,,,
1255,Permian - Delaware,BPX OPERATING COMPANY,TX,REEVES,12/27/2021,H,STATE AL OLSON 57-T2-6X43 2B B202H,Independence 212,OIL & GAS,SANDBAR,BONE SPRING,"10,287 ft",2021-12-08,42-389-39551,31.8705946 / -104.0047685,1500,2021-08-25,42,389,555.0,555.0,,,
1256,Permian - Delaware,"BTA OIL PRODUCERS, LLC",TX,REEVES,12/27/2021,H,TETRIS 21601 18 12H,Patterson 288,OIL & GAS,PHANTOM,WOLFCAMP,"12,065 ft",2021-12-22,42-389-39559,31.6884219 / -103.7063581,1500,2021-09-03,42,389,556.0,556.0,,,
1257,Permian - Delaware,"BTA OIL PRODUCERS, LLC",TX,REEVES,12/27/2021,H,LOG JAM 22111 19 7H,Patterson 282,OIL & GAS,PHANTOM,WOLFCAMP,"11,475 ft",2021-12-21,42-389-39562,31.697038 / -103.6964542,1500,2021-09-01,42,389,557.0,557.0,,,
1258,Permian - Delaware,"CENTENNIAL RESOURCE PROD, LLC",TX,REEVES,12/27/2021,H,POWDERED DONUT STATE G C 28H,H&P 296,OIL & GAS,PHANTOM,WOLFCAMP,"10,800 ft",2021-12-14,42-389-39666,31.4414139 / -103.6202067,1500,2021-11-03,42,389,558.0,558.0,,,
1259,Permian - Delaware,CHEVRON U. S. A. INC.,TX,REEVES,12/27/2021,H,REV BX STATE T8-51-12 0072WC,Nabors X16,OIL & GAS,WOLFBONE,TREND AREA,"11,000 ft",2021-11-21,42-389-39541,31.1684211 / -103.3890682,1500,2021-08-17,42,389,559.0,559.0,,,
1260,Permian - Delaware,DIAMONDBACK E&P LLC,TX,REEVES,12/27/2021,H,WATCHMAN 30-26 A 1BS,H&P 613,OIL,HOEFS T-K,WOLFCAMP,"9,580 ft",2021-12-23,42-389-39615,31.1983851 / -103.1849887,1500,2021-09-13,42,389,560.0,560.0,,,
1261,Permian - Delaware,DIAMONDBACK E&P LLC,TX,REEVES,12/27/2021,H,THUNDERBALL STATE 4-67 UI 5WB,AKITA 523,OIL & GAS,PHANTOM,WOLFCAMP,"11,230 ft",2021-12-09,42-389-39579,31.6234549 / -103.6931752,1500,2021-09-08,42,389,561.0,561.0,,,
1262,Permian - Delaware,DIAMONDBACK E&P LLC,TX,REEVES,12/27/2021,H,THUNDERBALL STATE 4-67 UE 3WB,AKITA 525,OIL & GAS,PHANTOM,WOLFCAMP,"11,229 ft",2021-12-07,42-389-39575,31.6233853 / -103.6988493,1500,2021-09-07,42,389,562.0,562.0,,,
1263,Permian - Delaware,"EOG RESOURCES, INC.",TX,REEVES,12/27/2021,H,JAWS STATE UNIT 731H,Nabors 1208,OIL & GAS,PHANTOM,WOLFCAMP,"11,880 ft",2021-12-18,42-389-39580,31.4829185 / -103.824477, ,2021-09-07,42,389,563.0,563.0,,,
1264,Permian - Delaware,"PDC PERMIAN, INC.",TX,REEVES,12/27/2021,H,KENOSHA-KEYHOLE 4341 1U A 1H,H&P 629,OIL & GAS,PHANTOM,WOLFCAMP,"12,000 ft",2021-12-07,42-389-39605,31.4395047 / -103.5753199,1500,2021-09-09,42,389,564.0,564.0,,,
1265,Permian - Delaware,"PRI OPERATING, LLC",TX,REEVES,12/27/2021,H,MEERKAT STATE UNIT 17W61 61H,Precision 551,OIL & GAS,SANDBAR,BONE SPRING,"10,500 ft",2021-12-05,42-389-39604,31.3001643 / -103.1845451,1800,2021-09-10,42,389,565.0,565.0,,,
1266,Permian - Delaware,"PRI OPERATING, LLC",TX,REEVES,12/27/2021,H,VIPER 14N62 62H,Precision 599,OIL & GAS,SANDBAR,BONE SPRING,"10,500 ft",2021-12-22,42-389-39661,31.206143 / -103.126216,1800,2021-10-28,42,389,566.0,566.0,,,
1267,Permian - Delaware,PRIMEXX OPERATING CORPORATION,TX,REEVES,12/27/2021,H,THE GREAT MILENKO UNIT 15-16 1UA,NorAm 26,OIL & GAS,"HOEFS T-K,WOLFBONE","TREND AREA, WOLFCAMP","13,000 ft",2021-12-02,42-389-39592,31.2038135 / -103.610202,1800,2021-09-09,42,389,567.0,567.0,,,
1268,Permian - Delaware,PRIMEXX OPERATING CORPORATION,TX,REEVES,12/27/2021,H,THE GREAT MILENKO UNIT 15-16 10H,Citadel 6,OIL & GAS,"HOEFS T-K,WOLFBONE","TREND AREA, WOLFCAMP","13,000 ft",2021-11-30,42-389-39608,31.2063187 / -103.6102191, ,2021-09-09,42,389,568.0,568.0,,,
1269,Permian - Delaware,"RIO OIL AND GAS (PERMIAN) II,LLC",TX,REEVES,12/27/2021,H,HARRISON STATE UNIT 12-24-16 1H,Ensign 775,OIL & GAS,SANDBAR,BONE SPRING,"23,000 ft",2021-11-09,42-389-39654,31.639025 / -103.7549245,1500,2021-10-27,42,389,569.0,569.0,,,
1270,Permian - Delaware,TALL CITY OPERATIONS III LLC,TX,REEVES,12/27/2021,H,OTTER 139-138 UNIT W 1H,H&P 653,OIL,HOEFS T-K,WOLFCAMP,"16,000 ft",2021-12-22,42-389-39642,31.1654811 / -103.6177298,1500,2021-10-07,42,389,570.0,570.0,,,
1271,Permian - Delaware,TALL CITY OPERATIONS III LLC,TX,REEVES,12/27/2021,H,CONGER UNIT 185-184 B 3H,H&P 644,OIL,HOEFS T-K,WOLFCAMP,"16,000 ft",2021-12-14,42-389-39613,31.1555796 / -103.5766296,1500,2021-09-14,42,389,571.0,571.0,,,
1272,Permian - Delaware,"UPCURVE ENERGY, LLC",TX,REEVES,12/27/2021,H,PASSMORE-JOHNSON STATE 1H,Precision 592,OIL & GAS,PHANTOM,WOLFCAMP,"12,000 ft",2021-11-27,42-389-39686,31.2906607 / -103.6847171,1800,2021-11-15,42,389,572.0,572.0,,,
1273,Gulf Coast,"T-C OIL COMPANY, LLC",TX,REFUGIO,12/27/2021,D,MEOC-MELLON-STATE UNIT 2,Coastal 16,OIL & GAS,"MARY ELLEN O'CONNOR,MARY ELLEN OCONNOR,WILDCAT", ,"8,500 ft",2021-12-22,42-391-33247,28.2568208 / -97.2145524,850,2021-10-27,42,391,573.0,573.0,,,
1274,Bakken,KRAKEN OPERATING LLC,MT,RICHLAND,12/27/2021,H,KAI 16-4 #3H,Nabors B22,OIL,WILDCAT RICHLAND,BAKKEN, ,2021-12-22,25-083-23395,47.997007 / -104.1072289,1500,2021-08-27,25,83,574.0,574.0,,,
1275,Piceance,CAERUS PICEANCE LLC,CO,RIO BLANCO,12/27/2021,D,ELU J14 FED 13B-14-496,H&P 330,GAS,GRAND VALLEY,WILLIAMS FORK,"12,478 ft",2021-12-14,05-103-12384,39.7007309 / -108.1364908,1500,2021-12-02,5,103,575.0,575.0,,,
1276,Northeast,ANTERO RESOURCES CORPORATION,WV,RITCHIE,12/27/2021,H,SANDY UNIT 1H SANDY UNIT 1H,H&P 531,UNKNOWN, ,MARCELLUS SHALE, ,2021-12-21,47-085-10417,39.1698049 / -80.8752507,1500,2021-11-10,47,85,576.0,576.0,,,
1277,Eagleford,"COMSTOCK OIL & GAS, LLC",TX,ROBERTSON,12/27/2021,H,CIRCLE M ALLOC 1H,Nabors X07,GAS,BALD PRAIRIE,CV CONSOLIDATED,"17,000 ft",2021-11-15,42-395-32063,31.1063222 / -96.3922059,1500,2021-10-21,42,395,577.0,577.0,,,
1278,Eagleford,IRONROC ENERGY,TX,ROBERTSON,12/27/2021,H,ROWLF 1H,Independence 230,OIL,GIDDINGS,AUSTIN CHALK-3,"7,000 ft",2021-12-21,42-395-32066,30.861243 / -96.6422402, ,2021-12-13,42,395,578.0,578.0,,,
1279,Haynesville,SABINE OIL & GAS CORPORATION,TX,RUSK,12/27/2021,H,MILLER C-BRIAN (AW) 1H,Scan Spirit,GAS,MINDEN,COTTON VALLEY CONS.,"12,000 ft",2021-12-15,42-401-35464,32.0958757 / -94.7802855,1000,2021-11-03,42,401,579.0,579.0,,,
1280,Haynesville,"GEP HAYNESVILLE II, LLC",LA,SABINE,12/27/2021,H,HA RA SUQ;INDIGO MIN 27-34 HC 001-ALT,H&P 260,GAS,PLEASANT HILL,HAYNESVILLE,"23,600 ft",2021-12-07,17-085-22598,31.8299801 / -93.5803285,1500,2021-10-12,17,85,580.0,580.0,,,
1281,Haynesville,INDIGO MINERALS LLC,LA,SABINE,12/27/2021,H,LBK 22&27&34-10-11 HC 002,Independence 322,GAS,GROGAN,NON UNITIZED HAYNESVILLE M, ,2021-12-13,17-085-22591,31.8316116 / -93.4832394,1500,2021-05-13,17,85,581.0,581.0,,,
1282,Haynesville,INDIGO MINERALS LLC,LA,SABINE,12/27/2021,H,BDWY 22&15-10-11 HC 003,Independence 303,GAS,GROGAN,NON UNITIZED HAYNESVILLE K,"25,000 ft",2021-12-08,17-085-22589,31.8309002 / -93.4840405,1500,2021-05-04,17,85,582.0,582.0,,,
1283,Haynesville,AETHON ENERGY OPERATING LLC,TX,SAN AUGUSTINE,12/27/2021,H,BSI HOKIES DU 3HB,Precision 577,GAS,CARTHAGE,HAYNESVILLE SHALE,"14,600 ft",2021-11-24,42-405-30739,31.3978851 / -94.2395639,1500,2021-09-03,42,405,583.0,583.0,,,
1284,Haynesville,AETHON ENERGY OPERATING LLC,TX,SAN AUGUSTINE,12/27/2021,H,SACAGAWEA 4HB,Precision 554,GAS,CARTHAGE,HAYNESVILLE SHALE,"13,500 ft",2021-12-18,42-405-30737,31.5795006 / -94.1454683,1800,2021-09-20,42,405,584.0,584.0,,,
1285,Haynesville,AETHON ENERGY OPERATING LLC,TX,SAN AUGUSTINE,12/27/2021,H,SACAGAWEA 2HB,Precision 573,GAS,CARTHAGE,HAYNESVILLE SHALE,"13,500 ft",2021-12-19,42-405-30735,31.5785666 / -94.1458966,1500,2021-09-20,42,405,585.0,585.0,,,
1286,Haynesville,"C6 OPERATING, L.L.C.",TX,SAN AUGUSTINE,12/27/2021,H,WILMA RICHARDS B 1H,Big E 6,GAS,CARTHAGE,HAYNESVILLE SHALE,"12,887 ft",2021-12-08,42-405-30745,31.5389135 / -94.0312143,1500,2021-10-26,42,405,586.0,586.0,,,
1287,San Juan,"DJR OPERATING, LLC",NM,SAN JUAN,12/27/2021,H,NAGEEZI UNIT 318H,H&P 443,OIL,NAGEEZI UNIT,MANCOS (OIL),"11,946 ft",2021-12-18,30-045-38198,36.263253 / -107.7665684,1500,2020-12-07,30,45,587.0,587.0,,,
1288,San Juan,"TACITUS, LLC",NM,SAN JUAN,12/27/2021,V,NAVAJO TRIBAL U 12A,Aztec 1099,OIL,WC,DEVONIAN,"7,030 ft",2021-11-23,30-045-38205,36.4752262 / -108.7662846,1100,2021-11-05,30,45,588.0,588.0,,,
1289,San Juan,"ENDURING RESOURCES, LLC",NM,SANDOVAL,12/27/2021,H,S ESCAVADA UNIT 351H,Ensign 773,OIL,RUSTY GALLUP,GALLUP,"11,511 ft",2021-12-20,30-043-21317,36.1084942 / -107.5556571,1500,2018-07-20,30,43,589.0,589.0,,,
1290,San Juan,"EOG RESOURCES, INC.",NM,SANDOVAL,12/27/2021,H,BULLITT 06 FED 605H,Aztec 1000,OIL,WC 21N4W6,GALLUP,"10,617 ft",2021-12-12,30-043-21354,36.0736471 / -107.3040827,1500,2020-12-28,30,43,590.0,590.0,,,
1291,Permian - Midland,SILVER OIL & GAS INC.,TX,SCHLEICHER,12/27/2021,V,JONES 'C' 5,Blue Line 6,OIL & GAS,"REGAL,WILDCAT",WOLFCAMP,"4,000 ft",2021-12-17,42-413-33023,30.9180822 / -100.5965798,500,2021-07-16,42,413,591.0,591.0,,,
1292,Anadarko,EAGLE CREEK CORPORATION,KS,SCOTT,12/27/2021,V,PATTON 1-1,Murfin 102,OIL & GAS,HUGOTON NORTH,"LKC, MARM, MISS, MRW","4,750 ft",2021-12-23,15-171-21283,38.3483927 / -100.9068062,600,2021-12-14,15,171,592.0,592.0,,,
1293,Permian - Midland,"CARR RESOURCES, INC.",TX,SCURRY,12/27/2021,H,KUBENA 158 UNIT 2H,Scan Discoverer,OIL & GAS,"GARDEN CITY, S.",WOLFCAMP,"9,000 ft",2021-12-15,42-415-35638,32.601122 / -100.7439895,1500,2021-12-03,42,415,593.0,593.0,,,
1294,Permian - Midland,KINDER MORGAN PRODUCTION CO LLC,TX,SCURRY,12/27/2021,D,SACROC UNIT 145-6,AKITA 521,OIL,KELLY-SNYDER, ,"7,800 ft",2021-12-19,42-415-35621,32.7624008 / -100.9690282,1500,2021-11-04,42,415,594.0,594.0,,,
1295,Permian - Midland,"THREE SPAN OIL & GAS, INC.",TX,SCURRY,12/27/2021,H,MAPACHE GRANDE 008 1H,LASSO 101,OIL & GAS,"GARDEN CITY, S.",WOLFCAMP,"8,000 ft",2021-12-22,42-415-35627,32.5487973 / -100.7693308, ,2021-11-05,42,415,595.0,595.0,,,
1296,Anadarko,"AMERICAN WARRIOR, INC.",KS,SEWARD,12/27/2021,V,DAVIES 1-30,Duke 9,OIL,UNNAMED,ST. LOUIS,"6,000 ft",2021-12-19,15-175-22280,37.0632489 / -100.7278915,375,2021-12-15,15,175,596.0,596.0,,,
1297,Barnett,"BLUFF CREEK PETROLEUM, LLC",TX,SHACKELFORD,12/27/2021,V,NAIL '131' 1,BLUE DELTA 5,OIL & GAS,"NAIL TRACT 20,SHACKELFORD COUNTY REGULAR",COOK SAND,"1,999 ft",2021-12-18,42-417-39623,32.9225667 / -99.4418236,1000,2017-08-18,42,417,597.0,597.0,,,
1298,,EQT,,SOMERSET,12/27/2021,,STATE GAME LANDS 592207,Fountain Quail 8,UNKNOWN, , , ,2021-12-26, ,39.9724503 / -79.0282898,760, ,0,0,598.0,598.0,,,
1299,Gulf Coast,"WHITNEY OIL & GAS, LLC",LA,SOUTH PASS OFFSHORE,12/27/2021,H,SL 1388 030,Coastal 21,UNKNOWN,SOUTH PASS BLOCK 24, ,"9,635 ft",2021-12-17,17-721-20549,29.0580345 / -89.3015238,3000,2021-12-13,17,721,599.0,599.0,,,
1300,Gulf Coast,"KILLAM OIL CO., LTD.",TX,STARR,12/27/2021,V,"HALL, J. F. STATE -A- 22",Wisco Moran 7,OIL & GAS,"RINCON, N.",VICKSBURG CONS.,"10,000 ft",2021-12-05,42-427-34794,26.618679 / -98.511128,750,2021-09-08,42,427,600.0,600.0,,,
1301,Anadarko,BLACK MESA ENERGY LLC,OK,STEPHENS,12/27/2021,H,RANGERS 36-25-1S-4W SXH 1,Kenai 18,OIL & GAS, ,SYCAMORE,"17,550 ft",2021-12-10,35-137-27638,34.4203244 / -97.5742646,1500,2021-11-19,35,137,601.0,601.0,,,
1302,Anadarko,CHEYENNE PETROLEUM COMPANY,OK,STEPHENS,12/27/2021,H,CASSIE ARMOUR 17-20 S1H,H&P 432,OIL & GAS, ,MISSISSIPPIAN,"19,765 ft",2021-12-07,35-137-27636,34.4789504 / -97.6456915,1500,2021-10-20,35,137,602.0,602.0,,,
1303,Green River,JONAH ENERGY LLC,WY,SUBLETTE,12/27/2021,D,STUD HORSE BUTTE 52-12,Ensign 157,GAS,JONAH,LANCE,"13,837 ft",2021-12-24,49-035-31148,42.4962544 / -109.6684241,1500,2021-10-11,49,35,603.0,603.0,,,
1304,Green River,JONAH ENERGY LLC,WY,SUBLETTE,12/27/2021,V,RAIN 312-05-500H,Ensign 147,GAS,JONAH,LANCE,"10,550 ft",2021-11-10,49-035-31193,42.5094886 / -109.7324109, ,2020-09-30,49,35,604.0,604.0,,,
1305,Northeast,CHESAPEAKE APPALACHIA LLC,PA,SULLIVAN,12/27/2021,H,MANNING 1H,Patterson 583,GAS,MARCELLUS SHALE,MARCELLUS SHALE,"18,070 ft",2021-12-04,37-113-20437,41.5336714 / -76.3303333,1500,2021-10-09,37,113,605.0,605.0,,,
1306,Northeast,CHIEF OIL & GAS LLC,PA,SULLIVAN,12/27/2021,H,BOY SCOUTS NORTH 4H,Precision 560,GAS,MARCELLUS SHALE,MARCELLUS SHALE,"14,444 ft",2021-12-22,37-113-20436,41.5622449 / -76.674099,1500,2021-06-25,37,113,606.0,606.0,,,
1307,Northeast,CHIEF OIL & GAS LLC,PA,SULLIVAN,12/27/2021,H,NELSON B NORTH 2HX,Precision 569,GAS,MARCELLUS SHALE,MARCELLUS SHALE,"17,418 ft",2021-12-15,37-113-20443,41.5598309 / -76.4851642,1500,2021-06-16,37,113,607.0,607.0,,,
1308,Northeast,CABOT OIL & GAS CORP,PA,SUSQUEHANNA,12/27/2021,H,DOBROSIELSKI S 008,Nabors X13,GAS,MARCELLUS SHALE,MARCELLUS SHALE,"15,647 ft",2021-12-20,37-115-22874,41.6895339 / -75.9881686,1500,2021-07-29,37,115,608.0,608.0,,,
1309,Northeast,CABOT OIL & GAS CORP,PA,SUSQUEHANNA,12/27/2021,H,HOUSENICK J 012,Nabors X36,GAS,MARCELLUS SHALE,MARCELLUS SHALE,"15,088 ft",2021-12-21,37-115-22906,41.8126583 / -76.0759716,1500,2021-09-20,37,115,609.0,609.0,,,
1310,Northeast,"SWN PRODUCTION COMPANY, LLC",PA,SUSQUEHANNA,12/27/2021,H,SHELDON 2H,SWN Drilling 43,GAS,MARCELLUS SHALE,MARCELLUS SHALE, ,2021-12-06,37-115-22892,41.9007611 / -75.5755276,1500,2021-09-20,37,115,610.0,610.0,,,
1311,Barnett,"TEP BARNETT USA, LLC",TX,TARRANT,12/27/2021,H,DIAMOND VOLUNTEER HILLS MIPA 5H,Ensign T129,OIL & GAS,"NEWARK, EAST",BARNETT SHALE,"9,000 ft",2021-12-15,42-439-37201,32.8131287 / -97.2503628,1500,2020-08-04,42,439,611.0,611.0,,,
1312,Barnett,"TEP BARNETT USA, LLC",TX,TARRANT,12/27/2021,H,MOUNT TABOR MIPA UNIT 3H,Ensign T130,OIL & GAS,"NEWARK, EAST",BARNETT SHALE,"9,000 ft",2021-12-12,42-439-37186,32.7156048 / -97.2494062,1500,2020-07-31,42,439,612.0,612.0,,,
1313,DJ Basin,"L. D. DRILLING, INC.",KS,THOMAS,12/27/2021,V,MOSS 1-3,LD Drilling 1,OIL, ,BASE KANSAS CITY,"4,500 ft",2021-12-21,15-193-21100,39.2994098 / -100.7717195,1000,2021-11-16,15,193,613.0,613.0,,,
1314,Northeast,FORTUNA ENERGY INC,PA,TIOGA,12/27/2021,H,DCNR 587 (02-003-15) 15H,Precision 572,GAS,MARCELLUS SHALE,MARCELLUS SHALE,"16,381 ft",2021-12-20,37-117-22105,41.7033243 / -76.9475223,1500,2021-06-03,37,117,614.0,614.0,,,
1315,Northeast,"REPSOL OIL & GAS USA, LLC",PA,TIOGA,12/27/2021,H,JOHNSON (02-135-01) K 1H,H&P 611,GAS,MARCELLUS SHALE,MARCELLUS SHALE,"17,980 ft",2021-12-18,37-117-22124,41.6515157 / -77.0647997,1500,2021-08-17,37,117,615.0,615.0,,,
1316,Northeast,SENECA RESOURCES CORPORATION,PA,TIOGA,12/27/2021,H,CRUTTENDEN 846 30HU 53603,Patterson 801,GAS,MARCELLUS SHALE,MARCELLUS SHALE, ,2021-12-17,37-117-22125,41.8641931 / -77.3124285,1500,2021-08-26,37,117,616.0,616.0,,,
1317,Northeast,ANTERO RESOURCES CORPORATION,WV,TYLER,12/27/2021,H,PURPLE UNIT 1H PURPLE UNIT 1H,H&P 317,UNKNOWN, ,MARCELLUS SHALE, ,2021-12-09,47-095-02758,39.5279595 / -80.7929097,1500,2021-09-20,47,95,617.0,617.0,,,
1318,Northeast,"JAY-BEE OIL & GAS, INC.",WV,TYLER,12/27/2021,H,DOC 3  ,Precision 823,UNKNOWN, ,MARCELLUS SHALE, ,2021-12-17,47-095-02621,39.4492358 / -80.7682178,1200,2019-07-09,47,95,618.0,618.0,,,
1319,Austin Chalk,WALTER OIL & GAS CORPORATION,TX,TYLER,12/27/2021,H,BSM/KIRBY A-3 1H,Big E 1,OIL & GAS,BROOKELAND,AUSTIN CHALK,"15,000 ft",2021-12-22,42-457-30910,30.8831394 / -94.5550434,1500,2021-12-16,42,457,619.0,619.0,,,
1320,Uintah,FINLEY RESOURCES INC,UT,UINTAH,12/27/2021,D,WILLOW CREEK 18-13A-9-20,Aztec 507,OIL,NATURAL BUTTES,WASATCH,"6,271 ft",2021-12-26,43-047-56863,40.0300169 / -109.7185922,475,2021-02-12,43,47,620.0,620.0,,,
1321,Uintah,"MIDDLE FORK ENERGY UINTA, LLC",UT,UINTAH,12/27/2021,D,LIL DIPPER 13C4-14-722,Cyclone 34,GAS,RED WASH,MANCOS,"13,446 ft",2021-12-15,43-047-56768,40.2085066 / -109.41822,2000,2021-01-05,43,47,621.0,621.0,,,
1322,Uintah,"MIDDLE FORK ENERGY UINTA, LLC",UT,UINTAH,12/27/2021,D,CETUS 1A1-28-722,Cyclone 41,GAS,RED WASH,MANCOS,"13,311 ft",2021-12-18,43-047-56629,40.1922855 / -109.4343318, ,2020-11-02,43,47,622.0,622.0,,,
1323,Haynesville,"FONTAINEBLEAU OPERATING, LLC",LA,UNION,12/27/2021,V,CV DAVIS RA SUWW;RCLK 34 001,Reliance 2,GAS,UNIONVILLE,COTTON VALLEY DABIS ZONE,"9,000 ft",2021-12-04,17-111-25646,32.6843015 / -92.4613947,700,2021-10-06,17,111,623.0,623.0,,,
1324,Permian - Midland,COG OPERATING LLC,TX,UPTON,12/27/2021,H,AMACKER 68C 6814BH,Pioneer 81,OIL,SPRABERRY,TREND AREA,"12,000 ft",2021-12-16,42-461-41942,31.3858515 / -102.0571258,1500,2021-10-26,42,461,624.0,624.0,,,
1325,Permian - Midland,"DRIFTWOOD ENERGY OPERATING, LLC",TX,UPTON,12/27/2021,H,WEST SEQUOIA A 1H,Precision 600,OIL & GAS,SPRABERRY,TREND AREA,"9,500 ft",2021-12-07,42-461-41777,31.8768697 / -102.2738837,1800,2021-04-21,42,461,625.0,625.0,,,
1326,Permian - Midland,"EARTHSTONE OPERATING, LLC",TX,UPTON,12/27/2021,H,BENEDUM 3-6 A 3BU,Unit 412,OIL & GAS,SPRABERRY,TREND AREA,"9,053 ft",2021-12-15,42-461-41902,31.3189522 / -101.7933521,1500,2021-09-24,42,461,626.0,626.0,,,
1327,Permian - Midland,HENRY RESOURCES LLC,TX,UPTON,12/27/2021,H,SADIE 07-08 B 21BL,NorAm 30,OIL,SPRABERRY,TREND AREA,"8,450 ft",2021-11-07,42-461-41922,31.1881086 / -101.9534466,1900,2021-10-13,42,461,627.0,627.0,,,
1328,Permian - Midland,HENRY RESOURCES LLC,TX,UPTON,12/27/2021,H,MEREDITH 33-52-11 C 13BL,Precision 626,OIL,SPRABERRY,TREND AREA) R 40 EXC,"9,200 ft",2021-12-19,42-461-41949,31.3700598 / -101.9044162, ,2021-11-04,42,461,628.0,628.0,,,
1329,Permian - Midland,"PIONEER NATURAL RES. USA, INC.",TX,UPTON,12/27/2021,H,XBC GIDDINGS ESTATE 2401H,Pinnergy 4,OIL & GAS,SPRABERRY,TREND AREA,"10,787 ft",2021-12-20,42-461-41952,31.5099841 / -102.032933, ,2021-11-09,42,461,629.0,629.0,,,
1330,Permian - Midland,"PIONEER NATURAL RES. USA, INC.",TX,UPTON,12/27/2021,H,JRS FARMS 22-27-M 13H,H&P 650,OIL & GAS,SPRABERRY,TREND AREA,"10,840 ft",2021-12-18,42-461-41876,31.6028048 / -101.9628741,1500,2021-08-25,42,461,630.0,630.0,,,
