,Basin,Operator,State,County,report_date,drill_type,well,rig,well_type,field,formation,permit_depth,spud_date,API_UWI,lat_long,rated_hp,permit_approval_date,state_id,county_id,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1
855,Bakken,MARATHON OIL COMPANY,ND,DUNN,12/20/2021,H,STATE MELMAN 34-36TFH,Nabors X10,OIL & GAS,BAILEY,BAKKEN,"20,885 ft",2021-12-14,33-025-04388,47.4173803 / -102.5956996,1500,2021-11-18,33,25,147.0,147.0,,
856,Gulf Coast,"SAFARI PRODUCTION COMPANY, INC.",TX,DUVAL,12/20/2021,V,MOBIL FEE 5,Energy 16,GAS,DESTINO,"LOWER HOUSE, SLICK B, WX. ""W"" SAND, WX. MIDDLE HOUSE, WX. RONNIE SD.","14,645 ft",2021-11-15,42-131-38234,27.7507846 / -98.6056821,2000,2021-11-03,42,131,148.0,148.0,,
857,Permian - Midland,FIREBIRD ENERGY LLC,TX,ECTOR,12/20/2021,H,BOPIE 2734 E 103H,NorAm 25,OIL & GAS,SPRABERRY,TREND AREA,"10,000 ft",2021-12-08,42-135-43815,31.7444001 / -102.3321679,1800,2021-07-16,42,135,149.0,149.0,,
858,Permian - Midland,FIREBIRD ENERGY LLC,TX,ECTOR,12/20/2021,H,BOPIE 2734 G 104H,NorAm 28,OIL & GAS,SPRABERRY,TREND AREA,"10,000 ft",2021-12-08,42-135-43813,31.7430674 / -102.3382272,1900,2021-07-12,42,135,150.0,150.0,,
859,Permian - Delaware,CHEVRON USA INCORPORATED,NM,EDDY,12/20/2021,H,CB MOTHMA 23 14 FEE 10 402H,Patterson 257,OIL,PURPLE SAGE,WOLFCAMP (GAS),"20,094 ft",2021-12-13,30-015-48349,32.2863302 / -104.0641689,1500,2021-05-20,30,15,151.0,151.0,,
860,Permian - Delaware,COG OPERATING LLC,NM,EDDY,12/20/2021,H,SCOUT STATE COM 605H,H&P 486,GAS,PURPLE SAGE,WOLFCAMP,"24,213 ft",2021-11-30,30-015-46959,32.1642552 / -104.1329722,1500,2020-04-03,30,15,152.0,152.0,,
861,Permian - Delaware,COG OPERATING LLC,NM,EDDY,12/20/2021,H,SCOUT STATE COM 603H,Scan Quest,GAS,PURPLE SAGE,WOLFCAMP (GAS),"24,852 ft",2021-12-02,30-015-46957,32.1656908 / -104.1270035,1500,2020-04-03,30,15,153.0,153.0,,
862,Permian - Delaware,COG OPERATING LLC,NM,EDDY,12/20/2021,H,SCOUT STATE COM 602H,Pioneer 84,GAS,PURPLE SAGE,WOLFCAMP (GAS),"24,869 ft",2021-12-05,30-015-46956,32.1656999 / -104.1210694,1500,2020-04-03,30,15,154.0,154.0,,
863,Permian - Delaware,"COLGATE OPERATING, LLC",NM,EDDY,12/20/2021,H,SHAMROCK 34 FED COM 132H,H&P 510,OIL,"OLD MILLMAN RANCH,WINCHESTER","BONE SPRING, BS (ASSOC)","18,906 ft",2021-12-07,30-015-47751,32.6170134 / -104.157257,1500,2020-12-02,30,15,155.0,155.0,,
864,Permian - Delaware,"COLGATE OPERATING, LLC",NM,EDDY,12/20/2021,H,BLACK DIAMOND 34 FED 133H,Nabors M7506,OIL,PARKWAY,BONE SPRING,"16,804 ft",2021-12-10,30-015-47824,32.6129958 / -104.055281,1150,2020-12-15,30,15,156.0,156.0,,
865,Permian - Delaware,"DEVON ENERGY PRODUCTION COMPANY, LP",NM,EDDY,12/20/2021,H,COTTON DRAW UNIT 606H,Cactus 132,OIL,PURPLE SAGE,WOLFCAMP (GAS),"19,253 ft",2021-11-22,30-015-47296,32.19448 / -103.7489177,2000,2020-07-16,30,15,157.0,157.0,,
866,Permian - Delaware,"DEVON ENERGY PRODUCTION COMPANY, LP",NM,EDDY,12/20/2021,H,TODD 36-25 STATE FED COM 628H,Nabors M7503,OIL,WC,WOLFCAMP,"22,174 ft",2021-12-05,30-015-47323,32.2541278 / -103.7259463,1150,2020-08-11,30,15,158.0,158.0,,
867,Permian - Delaware,"DEVON ENERGY PRODUCTION COMPANY, LP",NM,EDDY,12/20/2021,H,COTTON DRAW UNIT 601H,Cactus 129,OIL,PADUCA,BONE SPRING (O),"19,630 ft",2021-11-19,30-015-47299,32.1945397 / -103.7534567,2000,2020-07-17,30,15,159.0,159.0,,
868,Permian - Delaware,"EOG RESOURCES, INC.",NM,EDDY,12/20/2021,H,DIRE WOLF 12 FED 733H,H&P 298,OIL,PURPLE SAGE,WOLFCAMP (GAS),"18,643 ft",2021-12-11,30-015-47651,32.0525476 / -103.8408236,1500,2020-11-10,30,15,160.0,160.0,,
869,Permian - Delaware,"EOG RESOURCES, INC.",NM,EDDY,12/20/2021,H,DIRE WOLF 12 FED 712H,Nabors 1206,OIL,PURPLE SAGE,WOLFCAMP (GAS),"18,370 ft",2021-12-01,30-015-47684,32.0532931 / -103.8379492, ,2020-11-16,30,15,161.0,161.0,,
870,Permian - Delaware,"EOG RESOURCES, INC.",NM,EDDY,12/20/2021,H,DIRE WOLF 12 FED 729H,Nabors 1210,OIL,PURPLE SAGE,WOLFCAMP (GAS),"18,666 ft",2021-11-18,30-015-47649,32.0544557 / -103.8343729, ,2020-11-10,30,15,162.0,162.0,,
871,Permian - Delaware,"EOG RESOURCES, INC.",NM,EDDY,12/20/2021,H,GOLDEN GRAHAM 1 STATE COM 702H,H&P 249,OIL,PURPLE SAGE,WOLFCAMP (GAS),"19,813 ft",2021-12-07,30-015-48313,32.0649332 / -104.0433434,1500,2021-05-13,30,15,163.0,163.0,,
872,Permian - Delaware,MATADOR PRODUCTION COMPANY,NM,EDDY,12/20/2021,H,JOE HOLLINGSWORTH FEE 201H,Patterson 810,GAS,PURPLE SAGE,WOLFCAMP (GAS),"18,433 ft",2021-12-16,30-015-49015,32.3831155 / -104.1004514,1500,2021-10-28,30,15,164.0,164.0,,
873,Permian - Delaware,MATADOR PRODUCTION COMPANY,NM,EDDY,12/20/2021,H,KEN WILSON 14 15 112H,Patterson 256,OIL,MALAGA,BONE SPRING,"17,800 ft",2021-12-13,30-015-48103,32.2197074 / -104.0505553,1500,2021-03-23,30,15,165.0,165.0,,
874,Permian - Delaware,MEWBOURNE OIL CO,NM,EDDY,12/20/2021,H,CHICAGO 9/8 W0AD FED COM 1H,Patterson 594,GAS,PURPLE SAGE,WOLFCAMP GAS,"19,636 ft",2021-12-11,30-015-49126,32.2341339 / -104.085187,1500,2021-12-01,30,15,166.0,166.0,,
875,Permian - Delaware,MEWBOURNE OIL CO,NM,EDDY,12/20/2021,H,ROCK SPUR 27 W2BO STATE 001H,Patterson 816,GAS,PURPLE SAGE,WOLFCAMP (GAS),"15,238 ft",2021-12-06,30-015-49108,32.195339 / -104.0741761,1500,2021-11-22,30,15,167.0,167.0,,
876,Permian - Delaware,MEWBOURNE OIL CO,NM,EDDY,12/20/2021,H,SAN LORENZO 9 W1OB FEE 001H,Patterson 263,GAS,PURPLE SAGE,WOLFCAMP (GAS),"14,295 ft",2021-12-11,30-015-48896,32.1381916 / -104.0923332,1500,2021-09-01,30,15,168.0,168.0,,
877,Permian - Delaware,MEWBOURNE OIL CO,NM,EDDY,12/20/2021,H,BOONDOCK 3 W0PA STATE COM 001H,Patterson 245,GAS,PURPLE SAGE,WOLFCAMP (GAS),"14,469 ft",2021-12-05,30-015-48734,32.1525197 / -104.0704897,1500,2021-07-28,30,15,169.0,169.0,,
878,Permian - Delaware,MEWBOURNE OIL CO,NM,EDDY,12/20/2021,H,PHOENIX 21/22 B2CA FEDERAL COM 1H,Patterson 260,OIL,SANTO NINO,BONE SPRING,"19,745 ft",2021-12-16,30-015-49161,32.7415004 / -103.9919548,1500,2021-12-14,30,15,170.0,170.0,,
879,Permian - Delaware,MEWBOURNE OIL CO,NM,EDDY,12/20/2021,H,HOSS 2/11 B2AP FED COM 1H,Patterson 560,OIL,NORTH SAN LORENZO,BONE SPRING,"18,609 ft",2021-12-16,30-015-48950,32.1656766 / -104.0529875,1500,2021-09-14,30,15,171.0,171.0,,
880,Permian - Delaware,MEWBOURNE OIL CO,NM,EDDY,12/20/2021,H,PRINCE 31 B2EH FED COM 1H,Patterson 270,OIL,WILLOW LAKE,BONE SPRING,"13,454 ft",2021-12-07,30-015-48710,32.176831 / -104.0312583,1500,2021-07-07,30,15,172.0,172.0,,
881,,MEWBOURNE OIL COMPANY,,EDDY,12/20/2021,,CHOLULA 12/11 W0PO FED COM 1H,Patterson 574,UNKNOWN, , , ,2021-12-17, ,32.490799 / -104.1345978,1200, ,0,0,173.0,173.0,,
882,Permian - Delaware,"NOVO OIL & GAS NORTHERN DELAWARE, LLC",NM,EDDY,12/20/2021,H,OVATION FED COM 1318 235H,Frontier 19,GAS,PURPLE SAGE,WOLFCAMP (GAS),"20,997 ft",2021-12-06,30-015-49075,32.3085934 / -104.0518179,1500,2021-10-21,30,15,174.0,174.0,,
883,Permian - Delaware,"NOVO OIL & GAS NORTHERN DELAWARE, LLC",NM,EDDY,12/20/2021,H,OVATION FED COM 1318 211H,Frontier 20,GAS,PURPLE SAGE,WOLFCAMP (GAS),"20,186 ft",2021-12-05,30-015-49100,32.3108248 / -104.0507512,2000,2021-11-18,30,15,175.0,175.0,,
884,Permian - Delaware,"NOVO OIL & GAS NORTHERN DELAWARE, LLC",NM,EDDY,12/20/2021,H,ASTRODOG FED COM 0809 231H,Precision 596,GAS,PURPLE SAGE,WOLFCAMP (GAS),"18,698 ft",2021-12-07,30-015-48654,32.3239368 / -104.0120607,1800,2021-07-01,30,15,176.0,176.0,,
885,Permian - Delaware,OXY USA INCORPORATED,NM,EDDY,12/20/2021,H,PURE GOLD MDP1 29 17 FEDERAL COM 171H,Pioneer 82,OIL,WC-015 G-08 S233135D,WOLFCAMP,"24,207 ft",2021-12-11,30-015-45716,32.2700656 / -103.8053538,1500,2019-02-13,30,15,177.0,177.0,,
886,Permian - Delaware,SPUR ENERGY PARTNERS LLC,NM,EDDY,12/20/2021,H,WAUKEE 36 STATE COM 11H,AKITA 57,OIL,NORTHEAST RED LAKE,GLORIETA-YESO,"9,277 ft",2021-12-12,30-015-49018,32.7896434 / -104.2218424,1150,2021-10-28,30,15,178.0,178.0,,
887,Permian - Delaware,"TAP ROCK OPERATING, LLC",NM,EDDY,12/20/2021,H,CYPRESS 33 FED COM 246H,H&P 466,GAS,PURPLE SAGE,WOLFCAMP (GAS),"15,916 ft",2021-12-14,30-015-47857,32.2683617 / -103.9850395,1500,2020-12-17,30,15,179.0,179.0,,
888,Permian - Delaware,"XTO ENERGY, INC.",NM,EDDY,12/20/2021,H,REMUDA SOUTH 25 STATE 706H,Nabors X32,OIL,"FORTY NINER RIDGE BONE SPRING,WEST",BONE SPRING,"17,070 ft",2021-12-16,30-015-48542,32.2766091 / -103.9320371,1500,2021-06-21,30,15,180.0,180.0,,
889,Permian - Delaware,XTO PERMIAN OPERATING LLC.,NM,EDDY,12/20/2021,H,POKER LAKE UNIT 28-21 BS 107H,H&P 549,GAS,PURPLE SAGE,WOLFCAMP (GAS),"19,820 ft",2021-12-09,30-015-48954,32.1070973 / -103.7771072, ,2021-09-14,30,15,181.0,181.0,,
890,Permian - Delaware,XTO PERMIAN OPERATING LLC.,NM,EDDY,12/20/2021,H,POKER LAKE UNIT 28-21 BS 104H,H&P 552,GAS,PURPLE SAGE,WOLFCAMP (GAS),"19,777 ft",2021-12-12,30-015-48952,32.1070854 / -103.7846939,1500,2021-09-14,30,15,182.0,182.0,,
891,Sedgwick,"CHOLLA PRODUCTION, LLC",KS,ELLIS,12/20/2021,V,PENNEY 2-14-15-20,Discovery 4,OIL,POST ROCK NORTH,"LKC, PAWNEE","3,800 ft",2021-12-17,15-051-27016,38.7414106 / -99.5107185,525,2021-12-08,15,51,183.0,183.0,,
892,Anadarko,MEWBOURNE OIL COMPANY,OK,ELLIS,12/20/2021,H,ELIANA 5/32 NC 1H,Patterson 576,OIL & GAS, ,CHEROKEE,"19,256 ft",2021-11-22,35-045-23846,36.1451642 / -99.8944634,1200,2021-10-11,35,45,184.0,184.0,,
893,Anadarko,MEWBOURNE OIL COMPANY,OK,ELLIS,12/20/2021,H,MEMPHIS 5/32 PA 1H,Patterson 287,OIL & GAS, ,CHEROKEE,"19,776 ft",2021-12-12,35-045-23845,36.0573746 / -99.7789193,1500,2021-09-16,35,45,185.0,185.0,,
894,Sedgwick,"CARMEN SCHMITT, INC.",KS,ELLSWORTH,12/20/2021,V,ROLFS #2,Southwind 8,OIL,GREGORY,ARBUCKLE,"3,350 ft",2021-12-14,15-053-21378,38.6181165 / -98.2695562,550,2021-12-01,15,53,186.0,186.0,,
895,Gulf Coast,"ARENA OFFSHORE, LP",LA,EUGENE IS. OFFSHORE,12/20/2021,D,K008  ,White Fleet 350,OIL & GAS,EI238,C-15 FB-K7, ,2021-12-07,17-709-41304,28.5334121 / -91.4959107, ,2021-12-06,17,709,187.0,187.0,,
896,Offshore,"ENVEN ENERGY VENTURES, LLC",GOM,EWING BANK,12/20/2021,D,A011  ,Nabors MODS 200,OIL & GAS,LOBSTER/OYSTER,BUL-1, ,2021-11-08,60-810-50050,28.1012345 / -90.2021891,2000,2021-11-08,60,810,188.0,188.0,,
897,Eagleford,INEOS USA OIL & GAS LLC,TX,FAYETTE,12/20/2021,H,CLIFFHANGER OL UNIT 2H,H&P 511,OIL,GIDDINGS,AUSTIN CHALK-3,"8,300 ft",2021-11-22,42-149-33530,29.9621957 / -97.0363601,1500,2021-10-15,42,149,189.0,189.0,,
898,Eagleford,INEOS USA OIL & GAS LLC,TX,FAYETTE,12/20/2021,H,LAGRANGE TOWNSITE 2RE,Precision 523,OIL,GIDDINGS,AUSTIN CHALK-3,"14,681 ft",2021-11-21,42-149-32902,29.8956036 / -96.8659492,1200,2021-10-27,42,149,190.0,190.0,,
899,Eagleford,RAMTEX ENERGY LLC,TX,FAYETTE,12/20/2021,H,CREED 1 1H,Patterson 266,GAS,GIDDINGS,"AUSTIN CHALK, GAS","14,000 ft",2021-12-12,42-149-33533,29.8397591 / -96.7476525,1500,2021-11-10,42,149,191.0,191.0,,
900,Barnett,"BROWNING OIL COMPANY, INC.",TX,FISHER,12/20/2021,H,BRAZOS 25-26 1H,Power Rig 2,OIL,"SYLVESTER, EAST",STRAWN,"6,000 ft",2021-12-15,42-151-33225,32.6691791 / -100.2835464,1200,2021-11-12,42,151,192.0,192.0,,
901,Barnett,"BROWNING OIL COMPANY, INC.",TX,FISHER,12/20/2021,H,CAPITOL REEF E 33-6 3H,Power Rig 4,OIL & GAS,"GARDEN CITY, S.",WOLFCAMP,"7,500 ft",2021-12-18,42-151-33221,32.7511616 / -100.5871939,1200,2021-11-03,42,151,193.0,193.0,,
902,Barnett,"MORIAH OPERATING,LLC",TX,FISHER,12/20/2021,H,JENNA UNIT 1H,LASSO 101,OIL & GAS,"GARDEN CITY, S.",WOLFCAMP,"7,000 ft",2021-12-02,42-151-33166,32.7626284 / -100.6073072, ,2020-01-29,42,151,194.0,194.0,,
903,Barnett,"MORIAH OPERATING,LLC",TX,FISHER,12/20/2021,H,JENNA UNIT 2H,LASSO 102,OIL & GAS,"GARDEN CITY, S.",WOLFCAMP,"7,000 ft",2021-12-17,42-151-33211,32.7620925 / -100.6204747, ,2021-10-25,42,151,195.0,195.0,,
904,Barnett,"PEREGRINE PETROLEUM PRTNR, LTD.",TX,FISHER,12/20/2021,H,WASH C001H,Power Rig 7,OIL & GAS,"GARDEN CITY, S.,WILDCAT",WOLFCAMP,"6,000 ft",2021-12-11,42-151-33226,32.9599584 / -100.1838428,1500,2021-12-02,42,151,196.0,196.0,,
905,DJ Basin,THOROUGHBRED ASSOCIATES LLC,NE,FRANKLIN,12/20/2021,V,RUTH 7-1,Murfin 24,OIL,LUERS,ARBUCKLE,"4,500 ft",2021-12-14,26-061-21027,40.3310896 / -99.1669967,400,2021-11-30,26,61,197.0,197.0,,
906,Eagleford,"TRINITY OPERATING (USG), LLC",TX,FRIO,12/20/2021,H,BURNS RANCH E 101H,Ensign T132,OIL & GAS,BRISCOE RANCH,EAGLEFORD,"8,000 ft",2021-12-15,42-163-34273,28.6699193 / -99.0883163,1500,2021-11-09,42,163,198.0,198.0,,
907,Eagleford,"TRINITY OPERATING (USG), LLC",TX,FRIO,12/20/2021,H,MIDWAY SOUTH M 139H,Cactus 161,OIL & GAS,BRISCOE RANCH,EAGLEFORD,"8,000 ft",2021-12-18,42-163-34281,28.6766124 / -99.3901992,1500,2021-12-15,42,163,199.0,199.0,,
908,Gulf Coast,KALER ENERGY CORP.,TX,GALVESTON,12/20/2021,D,JEWELS UNIT A 1,Precision 522,OIL & GAS,"LEAGUE CITY,LEAGUE CITY, NORTH,LEAGUE CITY, WEST","ANDRAU, LOWER, ANDRAU, UPPER, ANDRAU-STRINGER, ANOMALINA, BUTLER, H SAND","12,000 ft",2021-12-18,42-167-31536,29.4906521 / -95.1094258,1200,2020-08-28,42,167,200.0,200.0,,
909,Gulf Coast,"ARENA OFFSHORE, LP",TX,GALVESTON-LB,12/20/2021,D,B003  ,White Fleet 250,OIL & GAS,GA209,"LL-15, RA", ,2021-11-04,42-706-40403,29.1306511 / -94.5467266,1600,2021-01-07,42,706,201.0,201.0,,
910,DJ Basin,"DARRAH OIL COMPANY, LLC",NE,GARDEN,12/20/2021,V,JACKSON 1-33,Capstar 311,OIL,WILDCAT,SKULL CREEK,"3,500 ft",2021-12-10,26-069-21135,41.4046414 / -102.2845256,450,2021-10-19,26,69,202.0,202.0,,
911,Offshore,SHELL OFFSHORE INC.,GOM,GARDEN BANKS,12/20/2021,D,A019  ,H&P 406,OIL & GAS,AUGER,R RA, ,2021-12-07,60-807-40104,27.5463857 / -92.4436414,3000,2021-11-24,60,807,203.0,203.0,,
912,Piceance,TEP ROCKY MOUNTAIN LLC,CO,GARFIELD,12/20/2021,D,FEDERAL RWF 331-9,H&P 329,GAS,RULISON,WILLIAMS FORK,"10,101 ft",2021-12-03,05-045-24402,39.5393992 / -107.8852517,1500,2020-12-31,5,45,204.0,204.0,,
913,Anadarko,CAMINO NATURAL RESOURCES LLC,OK,GARVIN,12/20/2021,H,BUTCH CASSIDY 0103 28-21-1MXH,Cactus 145,OIL & GAS, ,"MISSISSIPPIAN UNDERTHRUST, SYCAMORE, WOODFORD, WOODFORD UNDERTHRUST","15,950 ft",2021-11-22,35-049-25356,34.5237581 / -97.5206869,1500,2021-11-22,35,49,205.0,205.0,,
914,Anadarko,CONTINENTAL RESOURCES INC,OK,GARVIN,12/20/2021,H,RCL 7-19-30-31XHW,Patterson 590,OIL & GAS, ,"HUNTON, MISSISSIPPIAN, WOODFORD", ,2021-11-28,35-049-25347,34.7240713 / -97.6540495,1500,2021-08-18,35,49,206.0,206.0,,
915,Anadarko,MARATHON OIL COMPANY,OK,GARVIN,12/20/2021,H,YOSHI 0304 2-5-32SXH,Cactus 170,OIL & GAS, ,SPRINGER,"20,588 ft",2021-12-13,35-049-25354,34.7618053 / -97.6451353,1800,2021-11-18,35,49,207.0,207.0,,
916,Anadarko,WARWICK-JUPITER LLC,OK,GARVIN,12/20/2021,H,AD ROCK 0203-24-13 1WHX,Kenai 19,OIL & GAS, ,WOODFORD,"19,800 ft",2021-11-18,35-049-25352,34.6219719 / -97.4689014,1500,2021-09-28,35,49,208.0,208.0,,
917,Permian - Midland,"CROWNQUEST OPERATING, LLC",TX,GLASSCOCK,12/20/2021,H,COLT 45 102HD,Citadel 5,OIL & GAS,SPRABERRY,TREND AREA,"10,800 ft",2021-12-09,42-173-38513,31.8537169 / -101.7371668, ,2021-07-16,42,173,209.0,209.0,,
918,Permian - Midland,"CROWNQUEST OPERATING, LLC",TX,GLASSCOCK,12/20/2021,H,HENRY E 5BB,Citadel 1,OIL & GAS,SPRABERRY,TREND AREA,"8,900 ft",2021-12-09,42-173-38427,31.8516585 / -101.744018, ,2021-02-22,42,173,210.0,210.0,,
919,Permian - Midland,DIAMONDBACK E&P LLC,TX,GLASSCOCK,12/20/2021,H,GLENN RILEY 30-42 M 4LS,Independence 306,OIL & GAS,SPRABERRY,TREND AREA,"8,180 ft",2021-12-19,42-173-38594,31.7822564 / -101.649971,1500,2021-11-17,42,173,211.0,211.0,,
920,Permian - Midland,OXY USA INC.,TX,GLASSCOCK,12/20/2021,H,"POWELL, E.L. 0986CP",H&P 617,OIL & GAS,SPRABERRY,TREND AREA,"11,000 ft",2021-12-07,42-173-38523,31.9312024 / -101.6583237,1500,2021-07-20,42,173,212.0,212.0,,
921,Permian - Midland,OXY USA INC.,TX,GLASSCOCK,12/20/2021,H,"POWELL, E.L. 0978NP",H&P 434,OIL & GAS,SPRABERRY,TREND AREA,"11,000 ft",2021-12-07,42-173-38567,31.934862 / -101.6555398,1500,2021-09-21,42,173,213.0,213.0,,
922,Permian - Midland,OXY USA INC.,TX,GLASSCOCK,12/20/2021,H,"POWELL, E.L. 0984CP",H&P 427,OIL & GAS,SPRABERRY,TREND AREA,"11,000 ft",2021-12-14,42-173-38522,31.9335404 / -101.6633428,1500,2021-07-20,42,173,214.0,214.0,,
923,Permian - Midland,"PIONEER NATURAL RES. USA, INC.",TX,GLASSCOCK,12/20/2021,H,DRIVER-LANE E36E 105H,Ensign T136,OIL & GAS,SPRABERRY,TREND AREA,"10,379 ft",2021-12-10,42-173-37731,31.7418233 / -101.7551048,1500,2020-10-12,42,173,215.0,215.0,,
924,Permian - Midland,"PIONEER NATURAL RES. USA, INC.",TX,GLASSCOCK,12/20/2021,H,TOM-MILLS 48M 13H,H&P 487,OIL & GAS,SPRABERRY,TREND AREA,"10,173 ft",2021-12-07,42-173-38541,31.9016334 / -102.0416162,1500,2021-09-08,42,173,216.0,216.0,,
925,Permian - Midland,"PIONEER NATURAL RES. USA, INC.",TX,GLASSCOCK,12/20/2021,H,DONELSON-ERWIN 10E 5H,Pinnergy 4,OIL & GAS,SPRABERRY,TREND AREA,"9,648 ft",2021-12-15,42-173-38584,32.0313481 / -101.7752692, ,2021-11-15,42,173,217.0,217.0,,
926,Permian - Midland,"PIONEER NATURAL RES. USA, INC.",TX,GLASSCOCK,12/20/2021,V,"BLACK, S.E. '42' 9",H&P 417,OIL & GAS,SPRABERRY,TREND AREA,"10,378 ft",2021-12-07,42-173-38502,32.3206422 / -102.0308275,1500,2021-06-08,42,173,218.0,218.0,,
927,Permian - Midland,"PIONEER NATURAL RES. USA, INC.",TX,GLASSCOCK,12/20/2021,H,DRIVER-LANE W36E 5H,Patterson 261,OIL & GAS,SPRABERRY,TREND AREA,"10,437 ft",2021-12-14,42-173-37734,31.7388059 / -101.7632288,1500,2020-10-12,42,173,219.0,219.0,,
928,Permian - Midland,"PIONEER NATURAL RES. USA, INC.",TX,GLASSCOCK,12/20/2021,H,BRUNSON RANCH 47D 4H,Ensign T142,OIL & GAS,SPRABERRY,TREND AREA,"10,225 ft",2021-12-14,42-173-38374,31.8429343 / -101.7117852,1500,2020-10-20,42,173,220.0,220.0,,
929,Permian - Midland,TALL CITY BRINE LLC,TX,GLASSCOCK,12/20/2021,V,GARDEN CITY BRINE 1,Ensign T108,SERVICE,SPRABERRY,TREND AREA,"1,950 ft",2021-12-09,42-173-38210,31.8637431 / -101.5397621,1500,2019-08-21,42,173,221.0,221.0,,
930,Permian - Midland,XTO ENERGY INC.,TX,GLASSCOCK,12/20/2021,H,BLALOCK 1323 1303BH,Nabors X20,OIL & GAS,SPRABERRY,TREND AREA,"10,000 ft",2021-12-05,42-173-38525,31.9429314 / -101.7143226,1500,2021-07-26,42,173,222.0,222.0,,
931,Permian - Midland,XTO ENERGY INC.,TX,GLASSCOCK,12/20/2021,H,BLALOCK 1321 1321SH,H&P 255,OIL & GAS,SPRABERRY,TREND AREA,"10,000 ft",2021-12-18,42-173-38533,31.9496691 / -101.7244935,1500,2021-08-05,42,173,223.0,223.0,,
932,Gulf Coast,UNITED TEXAS OIL LLC,TX,GOLIAD,12/20/2021,H,SCOTT 3H,Coastal 4,GAS,MCCASKILL,WILCOX L-3, ,2021-11-26,42-175-33563,28.7669998 / -97.6201122,1200,2017-07-06,42,175,224.0,224.0,,
933,Eagleford,"EOG RESOURCES, INC.",TX,GONZALES,12/20/2021,H,AGGIE B 2H,Nabors 1209,OIL & GAS,EAGLEVILLE,EAGLE FORD-1,"13,200 ft",2021-11-28,42-177-34433,29.4554505 / -97.2302956, ,2021-09-17,42,177,225.0,225.0,,
934,Eagleford,"PENN VIRGINIA OIL & GAS, L.P.",TX,GONZALES,12/20/2021,H,TURQUOISE A 1H,H&P 505,OIL & GAS,EAGLEVILLE,EAGLE FORD-1,"14,500 ft",2021-12-14,42-177-34443,29.5292499 / -97.3200166,1500,2021-10-05,42,177,226.0,226.0,,
935,Eagleford,"PENN VIRGINIA OIL & GAS, L.P.",TX,GONZALES,12/20/2021,H,TOPAZ A 1H,H&P 501,OIL & GAS,EAGLEVILLE,EAGLE FORD-1,"14,500 ft",2021-11-28,42-177-34440,29.5259422 / -97.3247759,1500,2021-10-04,42,177,227.0,227.0,,
936,Eagleford,"ROSEWOOD RESOURCES, INC.",TX,GONZALES,12/20/2021,H,WARD NORTH A 1LH,Nabors 1203,OIL,EAGLEVILLE,EAGLE FORD-1,"9,700 ft",2021-11-30,42-177-34416,29.2665211 / -97.5710115, ,2021-08-31,42,177,228.0,228.0,,
937,DJ Basin,"MULL DRILLING COMPANY, INC.",KS,GOVE,12/20/2021,V,CURTIS E 1-30,Duke 5,OIL,UNNAMED,MISSISSIPPIAN,"4,600 ft",2021-12-14,15-063-22393,38.7269991 / -100.2513937,600,2021-11-16,15,63,229.0,229.0,,
938,Anadarko,CAMINO NATURAL RESOURCES LLC,OK,GRADY,12/20/2021,H,CLARA LUPER 0806 23-26-1WXH,Cactus 166,OIL & GAS, ,"MISSISSIPPIAN, WOODFORD","19,660 ft",2021-11-21,35-051-24874,35.1521643 / -97.794921,1500,2021-10-13,35,51,230.0,230.0,,
939,Anadarko,CITIZEN ENERGY III LLC,OK,GRADY,12/20/2021,H,CLARK 2H-31-30,Unit 315,OIL & GAS, ,MISSISSIPPIAN,"22,500 ft",2021-12-16,35-051-24883,35.2029874 / -97.8769212,1500,2021-11-09,35,51,231.0,231.0,,
940,Anadarko,CITIZEN ENERGY III LLC,OK,GRADY,12/20/2021,H,COTNER 1H-8,Unit 126,OIL & GAS, ,"MISSISSIPPIAN, WOODFORD","18,500 ft",2021-12-01,35-051-24866,35.1891614 / -97.9673258,1500,2021-10-11,35,51,232.0,232.0,,
941,Anadarko,CITIZEN ENERGY III LLC,OK,GRADY,12/20/2021,H,BRUSHY LAKE 1H-13-24,Atlas 6,OIL & GAS, ,MISSISSIPPIAN,"21,500 ft",2021-11-27,35-051-24869,35.1753528 / -97.7864918,1600,2021-10-12,35,51,233.0,233.0,,
942,Anadarko,CONTINENTAL RESOURCES INC,OK,GRADY,12/20/2021,H,SILVER STRATTON 6-7-6XHW,H&P 543,OIL & GAS, ,"HUNTON, SYCAMORE, WOODFORD","21,932 ft",2021-12-02,35-051-24879,34.834051 / -97.7571911,1500,2021-11-04,35,51,234.0,234.0,,
943,Anadarko,CONTINENTAL RESOURCES INC,OK,GRADY,12/20/2021,H,SILVER STRATTON 5-7-6-31XHW,Patterson 592,OIL & GAS, ,"HUNTON, SYCAMORE, WOODFORD", ,2021-12-06,35-051-24881,34.8345828 / -97.7636123,1500,2021-11-04,35,51,235.0,235.0,,
944,Anadarko,CONTINENTAL RESOURCES INC,OK,GRADY,12/20/2021,H,SILVER STRATTON 3-6-31-30XHW,Patterson 573,OIL & GAS, ,"HUNTON, SYCAMORE, WOODFORD", ,2021-11-12,35-051-24871,34.8423112 / -97.7677706,1200,2021-10-12,35,51,236.0,236.0,,
