,Basin,Operator,State,County,report_date,drill_type,well,rig,well_type,field,formation,permit_depth,spud_date,API_UWI,lat_long,rated_hp,permit_approval_date,state_id,county_id
585,Northeast,SENECA RESOURCES COMPANY LLC,PA,TIOGA,11/22/2021,H,CRUTTENDEN 846 34HU 53607,Patterson 801,GAS,MARCELLUS SHALE,MARCELLUS SHALE,"23,281 ft",2021-11-07,37-117-22129,41.8641244 / -77.3123674,1500,2021-08-27,37,117
586,Sedgwick,GORE OIL COMPANY,KS,TREGO,11/22/2021,V,ARLETA 1-27,Murfin 16,OIL,UNNAMED,"ARBUCKLE, LANSING","4,100 ft",2021-11-08,15-195-23128,39.0669108 / -99.6473478,450,2021-10-18,15,195
587,Northeast,ANTERO RESOURCES CORPORATION,WV,TYLER,11/22/2021,H,PARR UNIT 1H  ,H&P 317,UNKNOWN, , , ,2021-11-16,47-095-02746,39.5178086 / -80.8290244,1500,2021-07-29,47,95
588,Austin Chalk,"FORZA OPERATING, LLC",TX,TYLER,11/22/2021,V,EAST BEECH BP 1,Energy 1,OIL & GAS,"FISHER,WILDCAT",WILCOX,"10,500 ft",2021-11-11,42-457-30906,30.5299735 / -94.1714655,750,2021-09-23,42,457
589,Austin Chalk,"NAVIDAD OPERATING COMPANY, LLC",TX,TYLER,11/22/2021,H,NAVIDAD-MERRITT 1H,Big E 5,OIL & GAS,BROOKELAND,AUSTIN CHALK,"14,000 ft",2021-09-18,42-457-30904,30.7763423 / -94.2989558,1500,2021-07-26,42,457
590,Uintah,"CH4-FINLEY OPERATING, LLC",UT,UINTAH,11/22/2021,D,BAR F 06-10-5-3E,Aztec 507,OIL,NATURAL BUTTES,WASATCH,"6,069 ft",2021-11-20,43-047-56915,40.0774009 / -109.7004604,475,2021-09-22,43,47
591,Uintah,"CH4-FINLEY OPERATING, LLC",UT,UINTAH,11/22/2021,D,UTE TRIBAL 12-01-5-2E,Aztec 920,OIL,UNDESIGNATED,WASATCH,"6,799 ft",2021-11-15,43-047-56671,40.0721493 / -109.7101906,1000,2020-11-16,43,47
592,Uintah,"MIDDLE FORK ENERGY UINTA, LLC",UT,UINTAH,11/22/2021,D,LIL DIPPER 15B8-15-722,Cyclone 34,GAS,RED WASH,MANCOS,"13,672 ft",2021-11-09,43-047-56746,40.2085037 / -109.4182202,2000,2020-12-31,43,47
593,Uintah,"MIDDLE FORK ENERGY UINTA, LLC",UT,UINTAH,11/22/2021,D,CETUS 9D1-21-722,Cyclone 41,GAS,RED WASH,MANCOS,"13,291 ft",2021-11-13,43-047-56628,40.1922876 / -109.434451, ,2020-10-29,43,47
594,Uintah,"OVINTIV PRODUCTION, INC.",UT,UINTAH,11/22/2021,,UTE TRIBAL UT 14-8 4-1-18-19-1HR,H&P 522,UNKNOWN, , , ,2021-11-16,43-047-56954,40.1434021 / -109.9081726,1500, ,43,47
595,Haynesville,"PETRO-CHEM OPERATING COMPANY, INC.",AR,UNION,11/22/2021,,J R MURPHY 1,Sewell 2,UNKNOWN, , , ,2021-11-16,03-139-13614,33.0592613 / -92.8159103,900, ,3,139
596,Permian - Midland,"CHI OPERATING, INC.",TX,UPTON,11/22/2021,V,XTO KING 1,Blue Line 6,OIL & GAS,"CROSSETT, N,CROSSETT, N.,CROSSETT, NORTH,WILDCAT","CL. FK., CL. FK. UPPER, CLEAR FORK, UP","4,200 ft",2021-11-13,42-461-41571,31.2133022 / -102.2979148,500,2020-09-03,42,461
597,Permian - Midland,COG OPERATING LLC,TX,UPTON,11/22/2021,H,VIRGIL POWELL B1 4807LH,Ensign T124,OIL & GAS,PEGASUS,CONSOLIDATED,"12,000 ft",2021-11-13,42-461-41620,31.5905455 / -102.1512842,1500,2020-11-23,42,461
598,Permian - Midland,COG OPERATING LLC,TX,UPTON,11/22/2021,H,FRASER TXL B6 4912LH,Latshaw 44,OIL & GAS,PEGASUS,CONSOLIDATED,"12,000 ft",2021-11-06,42-461-41623,31.5924843 / -102.144479,1500,2020-12-04,42,461
599,Permian - Midland,"EARTHSTONE OPERATING, LLC",TX,UPTON,11/22/2021,H,NICKEL SALOON C 4C,Unit 410,OIL & GAS,SPRABERRY,TREND AREA,"9,850 ft",2021-11-07,42-461-41856,31.3474876 / -101.825893,1500,2021-07-01,42,461
600,Permian - Midland,"EARTHSTONE OPERATING, LLC",TX,UPTON,11/22/2021,H,BENEDUM 3-6 A 2C,Unit 412,OIL & GAS,SPRABERRY,TREND AREA,"9,704 ft",2021-11-02,42-461-41894,31.3189522 / -101.7933519,1500,2021-08-30,42,461
601,Permian - Midland,HENRY RESOURCES LLC,TX,UPTON,11/22/2021,H,SADIE 07-08 B 21BL,NorAm 30,OIL,SPRABERRY,TREND AREA,"8,450 ft",2021-11-07,42-461-41922,31.188096 / -101.9533488,1900,2021-10-13,42,461
602,Permian - Midland,HENRY RESOURCES LLC,TX,UPTON,11/22/2021,H,WYNN UNIT 03-53 E 23BL,Precision 626,OIL,SPRABERRY,TREND AREA) R 40 EXC,"10,000 ft",2021-11-13,42-461-41633,31.2027376 / -101.9196799, ,2020-12-22,42,461
603,Permian - Midland,OVINTIV USA INC.,TX,UPTON,11/22/2021,H,NEAL 34X 14HE,Ensign 766,OIL & GAS,SPRABERRY,TREND AREA,"10,300 ft",2021-11-13,42-461-41770,31.545664 / -102.0457219,1500,2021-04-09,42,461
604,Permian - Midland,OVINTIV USA INC.,TX,UPTON,11/22/2021,H,NEAL 34E 3HL,H&P 540,OIL & GAS,SPRABERRY,TREND AREA,"10,300 ft",2021-11-11,42-461-41758,31.5427663 / -102.0513754,1500,2021-04-09,42,461
605,Permian - Midland,OVINTIV USA INC.,TX,UPTON,11/22/2021,H,NEAL 34G 10HD,H&P 551,OIL & GAS,SPRABERRY,TREND AREA,"10,300 ft",2021-11-11,42-461-41766,31.5432057 / -102.0497487, ,2021-04-12,42,461
606,Permian - Midland,"PIONEER NATURAL RES. USA, INC.",TX,UPTON,11/22/2021,H,JRS FARMS 22-27-L 12H,H&P 650,OIL & GAS,SPRABERRY,TREND AREA,"10,840 ft",2021-11-11,42-461-41877,31.6030419 / -101.9629312,1500,2021-08-25,42,461
607,Permian - Midland,"PIONEER NATURAL RES. USA, INC.",TX,UPTON,11/22/2021,H,MIDKIFF 12-13E-F 6H,H&P 645,OIL & GAS,SPRABERRY,TREND AREA,"10,960 ft",2021-11-09,42-461-41734,31.6388014 / -101.9351328,1500,2021-04-13,42,461
608,Permian - Midland,SUMMIT PETROLEUM LLC,TX,UPTON,11/22/2021,H,ALETHA 6 12MS,Precision 567,OIL & GAS,SPRABERRY,TREND AREA,"8,800 ft",2021-11-02,42-461-41821,31.4835692 / -102.1517478,1500,2021-06-16,42,461
609,Permian - Midland,SUMMIT PETROLEUM LLC,TX,UPTON,11/22/2021,H,LILA 44 88WA,Precision 619,OIL & GAS,SPRABERRY,TREND AREA,"9,400 ft",2021-11-08,42-461-41866,31.3927666 / -101.9961377,1500,2021-07-22,42,461
610,Permian - Midland,TRP OPERATING LLC,TX,UPTON,11/22/2021,H,HANS GRUBER H 1026HL,Ensign T54,OIL & GAS,SPRABERRY,TREND AREA,"9,192 ft",2021-11-12,42-461-41907,31.3235291 / -101.9297172,1500,2021-10-21,42,461
611,Gulf Coast,DUNN EXPLORATION COMPANY,LA,VERMILION,11/22/2021,D,THE GIFT LLC 012,D&D 14,OIL,KAPLAN,SECOND DUHON SAND,"13,500 ft",2021-11-10,17-113-22556,30.0002176 / -92.3017579,750,2021-10-01,17,113
612,Gulf Coast,"ACOCK/ANAQUA OPERATING CO., LP",TX,VICTORIA,11/22/2021,V,ZORILLA-MALONE 5,Price 2,OIL & GAS,"PALO ALTO,PALO ALTO, N.,PALO ALTO, W.","-D- SAND, -D- SAND LOWER, -E-, -F- SD., FRIO","7,200 ft",2021-11-18,42-469-34462,28.7492916 / -96.8122151,550,2021-07-22,42,469
613,Gulf Coast,"ALLEGIANT RESOURCES, LLC",TX,VICTORIA,11/22/2021,H,ROOS 1H,Precision 522,OIL,PLACEDO,PLACEDO,"4,800 ft",2021-11-17,42-469-34388,28.6733746 / -96.8219264,1200,2021-11-12,42,469
614,Offshore,"TALOS PETROLEUM, LLC",GOM,VIOSCA KNOLL,11/22/2021,,OCS-G 06898 A33 ST 1,H&P 100,UNKNOWN, , , ,2021-08-17,60-816-40414,28.9730587 / -88.6259232,3000, ,60,816
615,Offshore,CHEVRON U.S.A. INC.,GOM,WALKER RIDGE,11/22/2021,U,G16942 A008,Nabors MODS 400,UNKNOWN,BIG FOOT, , ,2021-08-26,60-812-40068,26.9329382 / -90.5203201,4600,2021-08-26,60,812
616,Offshore,"CHEVRON U.S.A., INC.",GOM,WALKER RIDGE,11/22/2021,,OCS-G 20394 PS009 BP 4,TO Deepwater Conqueror,UNKNOWN, , , ,2021-08-16,60-812-40128,26.1647816 / -91.435791,10500, ,60,812
617,Offshore,"EQUINOR GULF OF MEXICO, LLC",GOM,WALKER RIDGE,11/22/2021,,OCS-G 36084 001,West Vela,UNKNOWN, , , ,2021-11-15,60-812-40130,26.6632214 / -91.5572281,9000, ,60,812
618,Permian - Delaware,"ADVANCE ENERGY PARTNERS, LLC",TX,WARD,11/22/2021,H,AEP 226-34 UNIT 2H,Ensign 762,OIL & GAS,PHANTOM,WOLFCAMP,"12,000 ft",2021-11-09,42-475-38263,31.5495156 / -103.4123701,1500,2021-09-29,42,475
619,Permian - Delaware,"ADVANCE ENERGY PARTNERS, LLC",TX,WARD,11/22/2021,H,PLATINUM 218-34A 1H,H&P 642,OIL & GAS,PHANTOM,WOLFCAMP,"10,885 ft",2021-11-09,42-475-38272,31.557638 / -103.3929048,1500,2021-11-03,42,475
620,Permian - Delaware,CALLON PETROLEUM OPERATING CO,TX,WARD,11/22/2021,H,ARENA A5 10UA,Cactus 168,OIL & GAS,PHANTOM,WOLFCAMP,"11,650 ft",2021-11-17,42-475-38249,31.4903622 / -103.2327748,1800,2021-08-27,42,475
621,Permian - Delaware,CALLON PETROLEUM OPERATING CO,TX,WARD,11/22/2021,H,DRAINAGE A2 13UA,Cactus 172,OIL & GAS,PHANTOM,WOLFCAMP,"12,000 ft",2021-11-08,42-475-38215,31.49648 / -103.2391208,1800,2021-06-22,42,475
622,,"COLGATE OPERATING, LLC",,WARD,11/22/2021,,PALMER 52 STATE 222H,H&P 652,UNKNOWN, , , ,2021-11-19, ,31.5066147 / -103.4745255,1500, ,0,0
623,Permian - Delaware,LUXE OPERATING LLC,TX,WARD,11/22/2021,H,ALYSE 51 UNIT 2H,Nabors M7502,OIL & GAS,PHANTOM,WOLFCAMP,"12,000 ft",2021-11-12,42-475-37868,31.5056855 / -103.469854,1150,2019-03-22,42,475
624,Permian - Delaware,OASIS PETROLEUM PERMIAN LLC,TX,WARD,11/22/2021,H,UL JEFF EAST C 17-27-5 WA 3H,Unit 407,OIL & GAS,PHANTOM,WOLFCAMP,"12,500 ft",2021-11-12,42-475-38137,31.6031685 / -103.2090378,1500, ,42,475
625,Permian - Delaware,"POINT ENERGY PARTNERS PETRO, LLC",TX,WARD,11/22/2021,H,UL DINO JUICE 18-40-45 WB 1H,Precision 582,OIL & GAS,"PHANTOM,SANDBAR","BONE SPRING, WOLFCAMP","12,100 ft",2021-10-22,42-475-38203,31.6083578 / -103.3416583, ,2021-06-02,42,475
626,Permian - Delaware,"POINT ENERGY PARTNERS PETRO, LLC",TX,WARD,11/22/2021,H,UL DINO JUICE 18-40-45 WC1 5H,Nabors M7504,OIL & GAS,PHANTOM,WOLFCAMP,"13,000 ft",2021-08-22,42-475-38240,31.6079472 / -103.3428556,1150,2021-07-23,42,475
627,Permian - Delaware,"POINT ENERGY PARTNERS PETRO, LLC",TX,WARD,11/22/2021,H,JIM ED PEP 11H,Precision 550,OIL & GAS,SANDBAR,BONE SPRING,"10,000 ft",2021-11-09,42-475-38260,31.427493 / -103.220253,1800,2021-09-20,42,475
628,Eagleford,"GEOSOUTHERN OPERATING II, LLC",TX,WASHINGTON,11/22/2021,H,WAULS LEGION 1H,H&P 478,OIL & GAS,GIDDINGS,"AUSTIN CHALK, GAS, AUSTIN CHALK-3","14,000 ft",2021-11-02,42-477-31165,30.2789479 / -96.4681832,1500,2021-05-24,42,477
629,Eagleford,MAGNOLIA OIL & GAS OPERATING LLC,TX,WASHINGTON,11/22/2021,H,BIGHORN PASS H 06BH,Patterson 248,OIL & GAS,GIDDINGS,"AUSTIN CHALK, GAS, AUSTIN CHALK-3","14,500 ft",2021-11-08,42-477-31181,30.2572125 / -96.673967,1500,2021-09-21,42,477
630,Northeast,RANGE RESOURCES APPALACHIA LLC,PA,WASHINGTON,11/22/2021,H,BURNSWORTH S & T UNIT 13H,Pioneer 76,GAS,MARCELLUS SHALE,MARCELLUS SHALE,"18,781 ft",2021-11-16,37-125-28885,40.0441539 / -80.1619178,1500,2021-07-29,37,125
631,Northeast,RANGE RESOURCES APPALACHIA LLC,PA,WASHINGTON,11/22/2021,H,MOWL CHARLES 11760 1H,Pioneer 78,GAS,MARCELLUS SHALE,MARCELLUS SHALE,"14,147 ft",2021-11-17,37-125-28870,40.1151584 / -80.1904805,1500,2021-06-17,37,125
632,Eagleford,"AGERON IRONROC ENERGY, LLC",TX,WEBB,11/22/2021,H,AI SAN ROMAN 101H,Ensign T139,GAS,HAWKVILLE,"AUSTIN CHALK, EAGLEFORD SHALE","12,100 ft",2021-10-17,42-479-44505,27.9480154 / -99.3852649,1500,2021-10-11,42,479
633,Eagleford,"EOG RESOURCES, INC.",TX,WEBB,11/22/2021,H,G-B MINERALS 10H,H&P 254,GAS,HAWKVILLE,EAGLEFORD SHALE,"14,700 ft",2021-11-09,42-479-44488,27.7819803 / -99.4141427,1500,2021-08-30,42,479
634,Eagleford,"ESCONDIDO RESOURCES OPER CO, LLC",TX,WEBB,11/22/2021,H,SPOHN RANCH 39H,Nabors 1205,GAS,BRISCOE RANCH,EAGLEFORD,"11,000 ft",2021-11-14,42-479-44464,27.9743335 / -99.5904779, ,2021-07-27,42,479
635,Eagleford,"HEADINGTON ENERGY PARTNERS, LLC",TX,WEBB,11/22/2021,H,MILAGROS 3H,Nabors X51,GAS,HAWKVILLE,EAGLEFORD SHALE,"13,000 ft",2021-11-17,42-479-44502,27.7478523 / -99.4998374, ,2021-10-14,42,479
636,Eagleford,"LAREDO ENERGY OPERATING, LLC",TX,WEBB,11/22/2021,H,ELLEN C. 121H,H&P 431,GAS,HAWKVILLE,EAGLEFORD SHALE,"14,000 ft",2021-11-09,42-479-44486,27.7166093 / -99.5433347,1500,2021-08-24,42,479
637,Eagleford,"LEWIS PETRO PROPERTIES, INC.",TX,WEBB,11/22/2021,H,GATES 11-DR 1003H,Lewis Petro 40,OIL & GAS,LORENZO,AUSTIN CHALK,"9,000 ft",2021-11-11,42-479-44454,28.1970882 / -99.7657026, ,2021-07-15,42,479
638,Eagleford,"RIO GRANDE E&P, LLC",TX,WEBB,11/22/2021,H,STATE OF TEXAS RAFTER O UNIT B 3H,H&P 526,GAS,HAWKVILLE,AUSTIN CHALK,"14,000 ft",2021-11-16,42-479-44504,27.8560963 / -99.4853753,1500,2021-10-12,42,479
639,Eagleford,SILVER HILL ENERGY OPERATING LLC,TX,WEBB,11/22/2021,H,STATE MARY 102H,Nabors X37,GAS,HAWKVILLE,AUSTIN CHALK,"12,000 ft",2021-10-27,42-479-44508,27.9077513 / -99.356853,1500,2021-10-13,42,479
640,Eagleford,SM ENERGY COMPANY,TX,WEBB,11/22/2021,H,SAN AMBROSIA F 2039H,Ensign T106,OIL & GAS,LORENZO,AUSTIN CHALK,"8,000 ft",2021-11-18,42-479-44496,28.1656491 / -99.9134517,1499,2021-09-30,42,479
641,DJ Basin,BAYSWATER EXPLORATION & PRODUCTION LLC,CO,WELD,11/22/2021,H,DOTSERO 3,Ensign 153,OIL,WATTENBERG,NIOBRARA,"17,157 ft",2021-11-14,05-123-48724,40.598158 / -104.5840109,1500,2021-08-16,5,123
642,DJ Basin,EXTRACTION OIL & GAS INC,CO,WELD,11/22/2021,H,GP CBJ FED 17W-25-02,Patterson 345,OIL,WATTENBERG,NIOBRARA,"19,161 ft",2021-11-14,05-123-44428,40.390131 / -104.682327,1500,2021-07-15,5,123
643,DJ Basin,GREAT WESTERN OPERATING COMPANY LLC,CO,WELD,11/22/2021,H,RAINDANCE FC 26-232HNX,Precision 460,OIL,WATTENBERG,NIOBRARA,"19,421 ft",2021-11-14,05-123-45299,40.4627065 / -104.927609,1200,2021-09-02,5,123
644,DJ Basin,KERR MCGEE OIL & GAS ONSHORE LP,CO,WELD,11/22/2021,H,SBJ 13-4HZ,Precision 461,OIL,WATTENBERG,NIOBRARA,"21,441 ft",2021-11-15,05-123-51604,40.3149939 / -104.9568737,1200,2021-09-17,5,123
645,DJ Basin,NOBLE ENERGY INC,CO,WELD,11/22/2021,H,ROTH A31-780,H&P 517,OIL,WATTENBERG,NIOBRARA,"17,042 ft",2021-11-05,05-123-51064,40.4655869 / -104.5948389,1500,2020-05-29,5,123
646,DJ Basin,"PDC ENERGY, INC",CO,WELD,11/22/2021,,WAYNE 09N,Ensign 142,UNKNOWN, , , ,2021-11-14,05-123-45978,40.3822708 / -104.5279922, , ,5,123
647,DJ Basin,VERDAD RESOURCES LLC,CO,WELD,11/22/2021,H,COUNTY LINE 3112-01H,Precision 464,OIL,WATTENBERG,NIOBRARA,"18,606 ft",2021-11-20,05-123-51171,40.0013495 / -104.7048354, ,2020-08-19,5,123
648,Northeast,ANTERO RESOURCES CORPORATION,WV,WETZEL,11/22/2021,H,ORNER UNIT 1H  ,H&P 519,UNKNOWN, ,MARCELLUS SHALE, ,2021-11-04,47-103-03428,39.526545 / -80.724417,1500,2021-08-23,47,103
649,Northeast,ANTERO RESOURCES CORPORATION,WV,WETZEL,11/22/2021,H,ORNER UNIT 1H  ,H&P 519,UNKNOWN, ,MARCELLUS SHALE, ,2021-11-04,47-103-03428,39.526545 / -80.724417,1500,2021-08-23,47,103
650,Northeast,EQT PRODUCTION COMPANY,WV,WETZEL,11/22/2021,H,BIG464 5H BIG464 5H,Falcon 25,UNKNOWN, ,MARCELLUS SHALE, ,2021-11-18,47-103-03433,39.5676955 / -80.5164656,850,2021-08-10,47,103
651,Northeast,EQT PRODUCTION COMPANY,WV,WETZEL,11/22/2021,H,BIG464 5H BIG464 5H,Falcon 25,UNKNOWN, ,MARCELLUS SHALE, ,2021-11-18,47-103-03433,39.5676955 / -80.5164656,850,2021-08-10,47,103
652,,CITATION OIL & GAS CORP.,,WHITE,11/22/2021,,BS COLLINS 10,George Mitchell 14,UNKNOWN, , , ,2021-11-10, ,38.1572952 / -87.9758835,500, ,0,0
653,West Coast,WESTERN OIL EXPLORATION,NV,WHITE PINE,11/22/2021,V,SCOTT FEDERAL 35-1,Aztec 777,UNKNOWN, , ,"10,000 ft",2021-08-31,27-033-05330,39.3036997 / -115.6378916,1000,2020-05-01,27,33
654,Mississippi,"T.O. KIMBRELL, LLC",MS,WILKINSON,11/22/2021,V,WALL 3,D&D 3,OIL,WILDCAT,WILDCAT,"9,100 ft",2021-11-20,23-157-22286,31.0755936 / -91.4996286,450,2021-09-16,23,157
655,Bakken,"CONTINENTAL RESOURCES, INC.",ND,WILLIAMS,11/22/2021,H,LCU RECKITT FEDERAL 8-22H,H&P 456,CONFIDENTIAL,LONG CREEK, , ,2021-11-15,33-105-05339,48.0579377 / -103.3998934,1500,2019-09-23,33,105
656,Bakken,"CONTINENTAL RESOURCES, INC.",ND,WILLIAMS,11/22/2021,H,LCU RALPH FEDERAL 4-27H,H&P 492,CONFIDENTIAL,LONG CREEK, , ,2021-11-10,33-105-05350,48.0567122 / -103.4053665,1500,2019-09-25,33,105
657,Bakken,"CONTINENTAL RESOURCES, INC.",ND,WILLIAMS,11/22/2021,H,ROLF FEDERAL 7-17H,Patterson 901,CONFIDENTIAL,BROOKLYN, , ,2021-11-11,33-105-05615,48.2545375 / -103.3088527,1500,2021-05-04,33,105
658,Bakken,CRESCENT POINT ENERGY U.S. CORP.,ND,WILLIAMS,11/22/2021,H,CPEUSC PANKAKE 3-6-7-157N-99W-MBH,Nabors B21,UNKNOWN,DUBLIN, , ,2021-11-10,33-105-05666,48.4613411 / -103.5261642,1500,2021-09-10,33,105
659,Bakken,"HESS BAKKEN INVESTMENTS II, LLC",ND,WILLIAMS,11/22/2021,H,CA-E BURDICK-LE- 155-95-29H-1,Nabors X24,OIL & GAS,CAPA,BAKKEN,"20,218 ft",2021-11-18,33-105-05569,48.2271588 / -102.918098,1500,2020-12-03,33,105
660,Bakken,"HESS BAKKEN INVESTMENTS II, LLC",ND,WILLIAMS,11/22/2021,H,BL-S RAMBERG- 155-95-0601H-5,Nabors X27,OIL & GAS,BEAVER LODGE,BAKKEN,"20,068 ft",2021-11-12,33-105-05237,48.2741371 / -102.9379951,1500,2019-06-26,33,105
661,Bakken,WHITING OIL AND GAS CORPORATION,ND,WILLIAMS,11/22/2021,H,MILLER 31-15H,Patterson 806,OIL & GAS,DOLLAR JOE,BAKKEN,"20,855 ft",2021-11-14,33-105-05420,48.2541095 / -103.1395234,1500,2021-08-27,33,105
662,Eagleford,"RECOIL RESOURCES OPERATING, INC.",TX,WILSON,11/22/2021,H,ZAIONTZ-SHIRLEY ZAIONTZ A 101H,Ensign T120,OIL & GAS,EAGLEVILLE,EAGLE FORD-1,"8,000 ft",2021-11-21,42-493-32917,29.0726538 / -98.0097576,1500,2021-11-03,42,493
663,Permian - Delaware,"BLACKBEARD OPERATING, LLC",TX,WINKLER,11/22/2021,H,SSF B 303H,Robinson 3,OIL,"MONAHANS, NORTH",CLEARFORK,"9,000 ft",2021-10-16,42-495-34650,31.7229317 / -102.9639648,1000,2021-10-07,42,495
664,Permian - Delaware,MEWBOURNE OIL COMPANY,TX,WINKLER,11/22/2021,H,MITCHELL 46/39 A H301PA,Patterson 559,OIL,TWO GEORGES,BONE SPRING,"11,603 ft",2021-11-15,42-495-34632,31.7529064 / -103.3236444,1500,2021-08-09,42,495
665,Permian - Delaware,"OAK PRAIRIE OPERATIONS, LLC",TX,WINKLER,11/22/2021,V,SEALY & SMITH UNIT 30,Sendero 19,OIL,HALLEY,CLEAR FORK,"7,000 ft",2021-11-20,42-495-34642,31.7183124 / -102.9773213,525,2021-09-22,42,495
666,Permian - Delaware,OASIS PETROLEUM PERMIAN LLC,TX,WINKLER,11/22/2021,H,UL PITCHFORK EAST 20-23-26 WA 2H,Scan Texas,OIL & GAS,PHANTOM,WOLFCAMP,"12,500 ft",2021-10-31,42-495-34623,31.7007208 / -103.2878119,1500,2021-07-16,42,495
667,Permian - Delaware,"SADDLEBACK EXPLORATION, LLC",TX,WINKLER,11/22/2021,H,PRIMERO 1H,Ensign T436,OIL & GAS,KEYSTONE,WOLFCAMP,"8,100 ft",2021-11-16,42-495-34636,31.9184215 / -102.9816756,850,2021-09-28,42,495
668,Barnett,SAGE NATURAL RESOURCES LLC,TX,WISE,11/22/2021,H,SITZ-DOYLE SITZ SOUTH E 7H,Latshaw 14,OIL & GAS,"NEWARK, EAST",BARNETT SHALE,"9,000 ft",2021-11-08,42-497-38029,33.3464348 / -97.4039269,1000,2021-07-14,42,497
669,Haynesville,"BLACKWELL EXP & DEVELOPMENT, LLC",TX,WOOD,11/22/2021,D,TAYLOR HEIRS TPCV 3,H&P 452,OIL & GAS,"NEUHOFF,WILDCAT",TP CV CONS.,"13,500 ft",2021-10-23,42-499-32194,32.7008855 / -95.3649173,1500,2021-09-15,42,499
670,Haynesville,"STRAND ENERGY, L.C.",TX,WOOD,11/22/2021,V,RAY 1,Nicklos 1,OIL & GAS,WILDCAT, ,"9,900 ft",2021-11-21,42-499-32195,32.6058454 / -95.3124837,750,2021-10-21,42,499
671,Anadarko,ORCA OPERATING COMPANY LLC,OK,WOODWARD,11/22/2021,D,HILL 1-1,Atlas 2,OIL & GAS, ,MORROW,"8,550 ft",2021-11-15,35-153-23647,36.4124264 / -99.2987931,1000,2021-10-25,35,153
672,Permian - Midland,E R OPERATING COMPANY,TX,YOAKUM,11/22/2021,H,RR-GOOGINS 216-W POOLED UNIT 2161H,Norton 6,OIL,PLATANG,SAN ANDRES,"5,400 ft",2021-11-12,42-501-37303,33.2888113 / -102.8693277,650,2021-10-08,42,501
673,Gulf Coast,"KILLAM OIL CO., LTD.",TX,ZAPATA,11/22/2021,D,HINNANT '112' 3,Wisco Moran 7,GAS,"AVIATORS S.,DAVIS, S,DAVIS,S.,GLEN, SOUTH","2ND HINNANT, WILCOX","11,500 ft",2021-11-04,42-505-36623,27.2192296 / -99.0108517,750,2021-07-27,42,505
