,Basin,Operator,State,County,report_date,drill_type,well,rig,well_type,field,formation,permit_depth,spud_date,API_UWI,lat_long,rated_hp,permit_approval_date,state_id,county_id,Unnamed: 0,Unnamed: 0.1
452,Gulf Coast,"ARALUEN ENERGY, INC.",TX,MATAGORDA,12/14/2021,V,ARALUEN B 01,Energy 6,OIL & GAS,MARKHAM, ,"6,500 ft",2021-12-06,42-321-32435,29.0078501 / -96.1648153,750,2020-10-12,42,321,452.0,
453,Gulf Coast,"UNDERGROUND SERVICES MARKHAM,LLC",TX,MATAGORDA,12/14/2021,V,HUDSON 2,RFC 104,INJECTION,MARKHAM, ,"7,400 ft",2021-10-27,42-321-32441,28.9904638 / -96.1419056,2000,2021-05-21,42,321,453.0,
454,Anadarko,NATIVE EXPLORATION OPERATING LLC,OK,MCCLAIN,12/14/2021,H,CHARLES 0804 34-3 3WXH,Cactus 164,OIL & GAS, ,WOODFORD,"20,530 ft",2021-12-10,35-087-22327,35.1285612 / -97.6094056,1500,2021-10-26,35,87,454.0,
455,Anadarko,OVINTIV USA INC,OK,MCCLAIN,12/14/2021,H,WENDLING 0704 3H-30XX,H&P 530,OIL & GAS, ,WOODFORD, ,2021-11-11,35-087-22324,35.0567293 / -97.663157,1500,2021-10-05,35,87,455.0,
456,Bakken,"CONTINENTAL RESOURCES, INC.",ND,MCKENZIE,12/14/2021,H,CHAROLAIS SOUTH FEDERAL 5-10H1,Nabors B27,CONFIDENTIAL,ELM TREE, , ,2021-12-13,33-053-09551,48.0819455 / -102.7593277,1500,2020-10-16,33,53,456.0,
457,Bakken,"GRAYSON MILL OPERATING, LLC",ND,MCKENZIE,12/14/2021,H,JAY 24-13F XE 1H,Patterson 811,OIL & GAS,BANKS,BAKKEN,"21,774 ft",2021-12-11,33-053-09776,48.0521246 / -103.2189789,1500,2021-10-12,33,53,457.0,
458,Bakken,"IRON OIL OPERATING, LLC",ND,MCKENZIE,12/14/2021,H,ANTELOPE 5-17-20H,Nabors B18,OIL & GAS,SATHER LAKE,BAKKEN,"21,493 ft",2021-12-04,33-053-09747,47.7316582 / -103.6416727,1500,2021-10-18,33,53,458.0,
459,Bakken,OASIS PETROLEUM NORTH AMERICA,ND,MCKENZIE,12/14/2021,H,SOTO 5097 12-3 5B,Nabors B13,OIL & GAS,SIVERSTON,BAKKEN,"21,186 ft",2021-12-08,33-053-09722,47.8466866 / -103.0823593,1500,2021-06-01,33,53,459.0,
460,Bakken,OASIS PETROLEUM NORTH AMERICA LLC,ND,MCKENZIE,12/14/2021,H,LINDVIG BECK FEDERAL 5201 41-2 5B,Nabors B26,OIL & GAS,CAMP,BAKKEN, ,2021-11-23,33-053-09760,48.0103908 / -103.5784477,1500,2021-08-31,33,53,460.0,
461,Bakken,OVINTIV PRODUCTION INC.,ND,MCKENZIE,12/14/2021,H,WISNESS STATE 152-96-16-21-6H,H&P 516,UNKNOWN,WESTBERG, , ,2021-12-02,33-053-09767,47.9893541 / -102.9721713,1500,2021-09-08,33,53,461.0,
462,Bakken,"PETRO-HUNT DAKOTA, LLC",ND,MCKENZIE,12/14/2021,H,MONGOOSE 149-102-8D-5-2H,H&P 515,UNKNOWN, , , ,2021-12-07,33-053-06111,47.7333641 / -103.7586594,1500, ,33,53,462.0,
463,Bakken,TRUE OIL LLC,ND,MCKENZIE,12/14/2021,H,RED WING CREEK UNIT 32-27A,True 39,OIL & GAS,RED WING CREEK,MADISON,"9,996 ft",2021-12-04,33-053-09772,47.6130724 / -103.5331821, ,2021-09-22,33,53,463.0,
464,Eagleford,"BLACKBRUSH O & G, LLC",TX,MCMULLEN,12/14/2021,H,OTTO-WHIPPLE 2H,H&P 420,GAS,HAWKVILLE,EAGLEFORD SHALE,"12,000 ft",2021-12-07,42-311-37187,28.2858265 / -98.6781614,1500,2021-11-23,42,311,464.0,
465,Eagleford,VERDUN OIL & GAS LLC,TX,MCMULLEN,12/14/2021,H,DOUGHBOYS 2H,Patterson 273,OIL & GAS,EAGLEVILLE,EAGLE FORD-1,"12,000 ft",2021-12-10,42-311-37185,28.3604885 / -98.7765363,1500,2021-11-18,42,311,465.0,
466,Permian - Midland,APACHE CORPORATION,TX,MIDLAND,12/14/2021,H,PARKS-COYOTE 1506 E 12HS,Patterson 274,OIL & GAS,SPRABERRY,TREND AREA,"12,000 ft",2021-12-12,42-329-45039,31.7836187 / -102.1610333,1500,2021-07-16,42,329,466.0,
467,Permian - Midland,APACHE CORPORATION,TX,MIDLAND,12/14/2021,H,PARKS-COYOTE 1506 A 15HJ,Pioneer 80,OIL & GAS,SPRABERRY,TREND AREA,"12,000 ft",2021-12-11,42-329-45033,31.7813928 / -102.1697294,1500,2021-07-14,42,329,467.0,
468,Permian - Midland,CHEVRON U. S. A. INC.,TX,MIDLAND,12/14/2021,H,CMC SUNFLOWER A 0271WB,Patterson 812,OIL & GAS,SPRABERRY,TREND AREA,"9,800 ft",2021-12-08,42-329-45092,31.7418119 / -101.9611394,1500,2021-09-07,42,329,468.0,
469,Permian - Midland,CHEVRON U. S. A. INC.,TX,MIDLAND,12/14/2021,H,CMC SUNFLOWER F 0286WA,Patterson 814,OIL & GAS,SPRABERRY,TREND AREA,"9,800 ft",2021-12-12,42-329-45081,31.7442028 / -101.950743,1500,2021-08-11,42,329,469.0,
470,Permian - Midland,CHEVRON U. S. A. INC.,TX,MIDLAND,12/14/2021,H,CMC CANDLESTICK F 0096WA,Patterson 258,OIL & GAS,SPRABERRY,TREND AREA,"10,000 ft",2021-11-30,42-329-43886,31.8198844 / -102.0119177,1000,2019-11-26,42,329,470.0,
471,Permian - Midland,"CROWNQUEST OPERATING, LLC",TX,MIDLAND,12/14/2021,,MENDELEEV I 104LS,Advanced Energy 37,UNKNOWN, , , ,2021-12-12,42-329-45281,31.859478 / -101.7728271,500, ,42,329,471.0,
472,Permian - Midland,ENDEAVOR ENERGY RESOURCES L.P.,TX,MIDLAND,12/14/2021,H,HILL 30-19 G 272,Ensign 784,OIL & GAS,SPRABERRY,TREND AREA,"9,000 ft",2021-12-02,42-329-44973,31.9026249 / -102.1171254,1500,2021-06-14,42,329,472.0,
473,Permian - Midland,ENDEAVOR ENERGY RESOURCES L.P.,TX,MIDLAND,12/14/2021,H,GAULT 5-32 D 142,Nabors X22,OIL & GAS,SPRABERRY,TREND AREA,"9,600 ft",2021-12-03,42-329-45113,31.9880644 / -102.0149701,1500,2021-09-10,42,329,473.0,
474,Permian - Midland,ENDEAVOR ENERGY RESOURCES L.P.,TX,MIDLAND,12/14/2021,H,BANKHEAD 4-33 UNIT 2A 173,Independence 304,OIL & GAS,SPRABERRY,TREND AREA,"10,400 ft",2021-11-27,42-329-44752,31.9670941 / -102.1040033,1500,2021-03-23,42,329,474.0,
475,Permian - Midland,ENDEAVOR ENERGY RESOURCES L.P.,TX,MIDLAND,12/14/2021,H,GAULT 5-41 C 134,Nabors X15,OIL & GAS,SPRABERRY,TREND AREA,"9,600 ft",2021-12-12,42-329-45110,31.9877887 / -102.0109534,1500,2021-09-01,42,329,475.0,
476,Permian - Midland,ENDEAVOR ENERGY RESOURCES L.P.,TX,MIDLAND,12/14/2021,H,HILL 30-19 F 262,Independence 210,OIL & GAS,SPRABERRY,TREND AREA,"9,000 ft",2021-11-28,42-329-44960,31.9029893 / -102.1154531,1500,2021-06-14,42,329,476.0,
477,Permian - Midland,ENDEAVOR ENERGY RESOURCES L.P.,TX,MIDLAND,12/14/2021,H,HILL 30-19 G 275,Nabors X23,OIL & GAS,SPRABERRY,TREND AREA,"9,000 ft",2021-12-05,42-329-44974,31.9023448 / -102.1188782,1500,2021-06-14,42,329,477.0,
478,Permian - Midland,ENDEAVOR ENERGY RESOURCES L.P.,TX,MIDLAND,12/14/2021,H,FRANKLIN CRAWFORD 42-43 D 241,Ensign T141,OIL,SPRABERRY,TREND AREA,"10,616 ft",2021-12-02,42-329-45101,31.8765513 / -101.9643943,1500,2021-09-16,42,329,478.0,
479,Permian - Midland,"PERMIAN DEEP ROCK OIL CO., LLC",TX,MIDLAND,12/14/2021,H,MUSTANG 145 MIPA UNIT H145LS,Savanna 801,OIL & GAS,SPRABERRY,TREND AREA,"9,300 ft",2021-11-30,42-329-44989,31.9700377 / -102.0761502, ,2021-06-18,42,329,479.0,
480,Permian - Midland,"PIONEER NATURAL RES. USA, INC.",TX,MIDLAND,12/14/2021,H,THUNDERBIRD GG 50-51 2807H,Patterson 253,OIL & GAS,SPRABERRY,TREND AREA,"10,360 ft",2021-12-11,42-329-44665,32.02083 / -101.9212,1000,2021-02-04,42,329,480.0,
481,Permian - Midland,"PIONEER NATURAL RES. USA, INC.",TX,MIDLAND,12/14/2021,H,GERMANIA SPRABERRY UNIT 4508H,H&P 390,OIL & GAS,SPRABERRY,TREND AREA,"8,271 ft",2021-12-07,42-329-45136,32.0632829 / -101.8041909,1500,2021-09-07,42,329,481.0,
482,Permian - Midland,"PIONEER NATURAL RES. USA, INC.",TX,MIDLAND,12/14/2021,H,SHACKELFORD 39H 8H,H&P 604,OIL & GAS,SPRABERRY,TREND AREA,"10,493 ft",2021-11-27,42-329-44594,31.7957834 / -101.8976,1500,2021-02-03,42,329,482.0,
483,Permian - Midland,"PIONEER NATURAL RES. USA, INC.",TX,MIDLAND,12/14/2021,H,ELKIN-ESTES 34RR 118H,Patterson 807,OIL & GAS,SPRABERRY,TREND AREA,"10,645 ft",2021-11-27,42-329-45072,31.899562 / -101.9755644,1500,2021-08-18,42,329,483.0,
484,Permian - Midland,"PIONEER NATURAL RES. USA, INC.",TX,MIDLAND,12/14/2021,H,PRESTON 9H 108H,Patterson 251,OIL & GAS,SPRABERRY,TREND AREA,"10,499 ft",2021-12-12,42-329-45118,31.7744635 / -101.8213151,1500,2021-09-21,42,329,484.0,
485,Permian - Midland,"PIONEER NATURAL RES. USA, INC.",TX,MIDLAND,12/14/2021,H,ELKIN-ESTES 34G 7H,H&P 643,OIL & GAS,SPRABERRY,TREND AREA,"9,510 ft",2021-12-07,42-329-45062,31.9017283 / -101.9765713,1500,2021-08-18,42,329,485.0,
486,Permian - Midland,"PIONEER NATURAL RES. USA, INC.",TX,MIDLAND,12/14/2021,H,GERMANIA SPRABERRY UNIT 4504H,H&P 641,OIL & GAS,SPRABERRY,TREND AREA,"8,271 ft",2021-12-07,42-329-45177,32.0602393 / -101.8117752,1500,2021-09-29,42,329,486.0,
487,Permian - Midland,"PIONEER NATURAL RES. USA, INC.",TX,MIDLAND,12/14/2021,H,TEXAS TEN Y PU 3818H,H&P 607,OIL & GAS,SPRABERRY,TREND AREA,"10,611 ft",2021-12-03,42-329-44777,31.8999538 / -102.0459687,1500,2021-03-30,42,329,487.0,
488,Permian - Midland,"PIONEER NATURAL RES. USA, INC.",TX,MIDLAND,12/14/2021,H,HARRIS 17-20D 4H,Pinnergy 3,OIL & GAS,SPRABERRY,TREND AREA,"10,589 ft",2021-12-09,42-329-45228,31.6557019 / -101.8019012,760,2021-11-08,42,329,488.0,
489,Permian - Midland,"PIONEER NATURAL RES. USA, INC.",TX,MIDLAND,12/14/2021,H,THUNDERBIRD CC 50-51 3H,Patterson 802,OIL & GAS,SPRABERRY,TREND AREA,"10,360 ft",2021-12-11,42-329-44661,32.02024 / -101.92337,1500,2021-02-04,42,329,489.0,
490,Permian - Midland,"PIONEER NATURAL RES. USA, INC.",TX,MIDLAND,12/14/2021,H,TEXAS TEN Y PU 3837H,H&P 472,OIL & GAS,SPRABERRY,TREND AREA,"10,611 ft",2021-12-02,42-329-44783,31.9018612 / -102.0373782,1500,2021-03-31,42,329,490.0,
491,Permian - Midland,"PIONEER NATURAL RES. USA, INC.",TX,MIDLAND,12/14/2021,H,PRESTON 9K 111H,Ensign T125,OIL & GAS,SPRABERRY,TREND AREA,"10,499 ft",2021-12-01,42-329-45121,31.7748028 / -101.8189288,1500,2021-09-21,42,329,491.0,
492,Permian - Midland,"PIONEER NATURAL RES. USA, INC.",TX,MIDLAND,12/14/2021,H,SHULL-CRAWFORD 15B 2H,Patterson 252,OIL & GAS,SPRABERRY,TREND AREA,"10,585 ft",2021-12-08,42-329-44936,31.9473946 / -102.0263921,1500,2021-06-29,42,329,492.0,
493,Permian - Midland,XTO ENERGY INC.,TX,MIDLAND,12/14/2021,H,COMANCHEROS 19-31 3100 3106BH,H&P 463,OIL & GAS,SPRABERRY,TREND AREA,"10,377 ft",2021-12-07,42-329-44847,31.8667781 / -101.8845892,1500,2021-08-17,42,329,493.0,
494,Permian - Midland,XTO ENERGY INC.,TX,MIDLAND,12/14/2021,H,BOB MIDKIFF 37-48 WEST UNIT 4821SH,NABORS R801,OIL & GAS,SPRABERRY,TREND AREA,"10,800 ft",2021-12-10,42-329-45082,31.6743259 / -101.9590597, ,2021-08-31,42,329,494.0,
495,Permian - Midland,XTO ENERGY INC.,TX,MIDLAND,12/14/2021,H,BOB MIDKIFF 37-48 WEST UNIT 4812AH,H&P 255,OIL & GAS,SPRABERRY,TREND AREA,"10,800 ft",2021-12-07,42-329-45089,31.6739414 / -101.9571878,1500,2021-08-31,42,329,495.0,
496,Offshore,ANADARKO PETROLEUM CORPORATION,GOM,MISSISSIPPI CANYON,12/14/2021,D,009  ,Ocean BlackHawk,OIL & GAS, , , ,2021-11-22,60-817-41460,28.8935655 / -88.1040459,9000,2021-11-03,60,817,496.0,
497,Offshore,"BP EXPLORATION & PRODUCTION, INC",GOM,MISSISSIPPI CANYON,12/14/2021,,G09821 005 BP1,Ocean BlackLion,UNKNOWN, , , ,2021-11-07,60-817-4140401,28.4796524 / -88.1716843,9000, ,60,817,497.0,
498,Offshore,"BP EXPLORATION & PRODUCTION, INC.",GOM,MISSISSIPPI CANYON,12/14/2021,,OCS-G 14658 2,Ocean BlackHornet,UNKNOWN, , , ,2021-11-15,60-817-409500,28.1863003 / -88.4688034,9000, ,60,817,498.0,
499,Offshore,ENI US OPERATING CO. INC.,GOM,MISSISSIPPI CANYON,12/14/2021,U,G19996 A005,Nabors MODS 140,UNKNOWN,DEVILS TOWER, , ,2021-07-07,60-817-40929,28.2088678 / -88.7375749,1000,2021-06-24,60,817,499.0,
500,Offshore,SHELL OFFSHORE INC.,GOM,MISSISSIPPI CANYON,12/14/2021,V,PN003  ,TO Deepwater Thalassa,OIL & GAS,WLDMC943, ,"40,000 ft",2021-07-02,60-817-41447,28.0113718 / -89.0134826,10500,2021-07-01,60,817,500.0,
501,Offshore,SHELL OFFSHORE INC.,GOM,MISSISSIPPI CANYON,12/14/2021,V,KE001  ,TO Deepwater Pontus,OIL & GAS,MARS-URSA, ,"40,000 ft",2021-11-01,60-817-41395,28.1941805 / -89.1767796, ,2021-10-13,60,817,501.0,
502,Offshore,SHELL OFFSHORE INC.,GOM,MISSISSIPPI CANYON,12/14/2021,V,IW003  ,TO Deepwater Proteus,OIL & GAS, , ,"40,000 ft",2021-11-22,60-817-41455,28.5988352 / -88.0180686,21000,2021-05-25,60,817,502.0,
503,Offshore,"SHELL OFFSHORE, INC.",GOM,MISSISSIPPI CANYON,12/14/2021,,OCS-G 07963 A002,H&P 201,UNKNOWN, , , ,2021-09-17,60-817-40465,28.1691856 / -89.2229767,3000, ,60,817,503.0,
504,Offshore,WALTER OIL & GAS CORPORATION,GOM,MISSISSIPPI CANYON,12/14/2021,U,G36398 001,Sevan Louisiana,UNKNOWN, , , ,2021-08-02,60-817-41442,28.309712 / -89.922557,4500,2021-07-28,60,817,504.0,
505,Anadarko,SCOUT ENERGY MANAGEMENT LLC,TX,MOORE,12/14/2021,V,"COON, R. S. 16B",Quest 208,GAS,"PANHANDLE, WEST", ,"4,000 ft",2021-12-10,42-341-33641,35.7608251 / -101.8265515,400,2021-10-19,42,341,505.0,
506,Bakken,"HESS BAKKEN INVESTMENTS II, LLC",ND,MOUNTRAIL,12/14/2021,H,EN-J HORST- 154-93-111H2-3,Nabors X28,OIL & GAS,ROBINSON LAKE,BAKKEN,"21,379 ft",2021-12-10,33-061-04909,48.178152 / -102.6099499,1500,2021-06-24,33,61,506.0,
507,Bakken,"HESS BAKKEN INVESTMENTS II, LLC",ND,MOUNTRAIL,12/14/2021,H,EN-MADISYN-LE 154-94-0705H-2,Nabors X24,UNKNOWN, , , ,2021-12-02,33-061-303446,48.1709557 / -102.8162537,1500, ,33,61,507.0,
508,Bakken,"SLAWSON EXPLORATION COMPANY, INC.",ND,MOUNTRAIL,12/14/2021,H,COUGAR FEDERAL 1 SLH,Unit 414,UNKNOWN,BIG BEND, , ,2021-12-10,33-061-04940,47.9642726 / -102.5156209,1500,2021-08-05,33,61,508.0,
509,Bakken,"TALLGRASS WATER NORTH DAKOTA, LLC",ND,MOUNTRAIL,12/14/2021,V,NELSON SWD 2,Capstar 329,CONFIDENTIAL,ALKALI CREEK, , ,2021-12-12,33-061-90432,48.2003636 / -102.7842414,500,2018-11-30,33,61,509.0,
510,Bakken,WHITING OIL AND GAS CORPORATION,ND,MOUNTRAIL,12/14/2021,H,KANNIANEN 11-5-3HU,Patterson 808,OIL & GAS,SANISH,BAKKEN, ,2021-12-11,33-061-04919,48.1089521 / -102.4161644,1500,2021-07-06,33,61,510.0,
511,Haynesville,INDIGO MINERALS LLC,LA,NATCHITOCHES,12/14/2021,H,ANDER 22&15-11-10 HC 001,Patterson 586,GAS,GROGAN,NON UNITIZED HAYNESVILLE T,"25,000 ft",2021-11-04,17-069-20505,31.9217576 / -93.3789422,1500,2021-07-21,17,69,511.0,
512,Haynesville,INDIGO MINERALS LLC,LA,NATCHITOCHES,12/14/2021,H,WM 27&22&15-11-10 HC 002,Patterson 591,UNKNOWN,GROGAN, ,"25,000 ft",2021-11-16,17-069-20502,31.9149085 / -93.3827418,1500,2021-07-21,17,69,512.0,
513,Anadarko,"NORSTAR PETROLEUM, INC.",KS,NESS,12/14/2021,V,DINGES 3-18,Pickrell 10,OIL,DEX SOUTH,MISSISSIPPI,"4,600 ft",2021-12-07,15-135-26130,38.4925465 / -100.0111015,340,2021-11-09,15,135,513.0,
514,Anadarko,"PALOMINO PETROLEUM, INC.",KS,NESS,12/14/2021,V,LEVO 1,Duke 2,OIL,LAZY 17,MISSISSIPPIAN,"4,600 ft",2021-12-06,15-135-26136,38.5554276 / -100.1343875,350,2021-11-30,15,135,514.0,
515,Anadarko,"PALOMINO PETROLEUM, INC.",KS,NESS,12/14/2021,V,FOR A FEW DOLLARS MORE 1,Murfin 21,OIL,WILDCAT,MISSISSIPPIAN,"4,600 ft",2021-12-09,15-135-26134,38.4760029 / -100.0799775,550,2021-11-19,15,135,515.0,
516,Northeast,ANTERO RESOURCES  CORPORATION,OH,NOBLE,12/14/2021,H,CLAY EAST UNIT 1H,H&P 531,OIL & GAS, ,POINT PLEASANT FORMATION, ,2021-11-30,34-121-24644,39.8844865 / -81.3640678,1500,2021-09-30,34,121,516.0,
517,Gulf Coast,"SUEMAUR EXPL. & PROD., LLC",TX,NUECES,12/14/2021,D,"BURNETT, ET AL GAS UNIT 9",LAUSON 4,OIL & GAS,"AGUA DULCE,WILDCAT",VICKSBURG CONSL.,"10,500 ft",2021-12-03,42-355-34199,27.8180157 / -97.7522834,1000,2021-11-19,42,355,517.0,
518,Anadarko,MEWBOURNE OIL COMPANY,TX,OCHILTREE,12/14/2021,H,FARNSWORTH 4/32 A M001BO,Patterson 589,OIL & GAS,ALLEN-PARKER,MARMATON,"7,079 ft",2021-12-04,42-357-33730,36.2618348 / -100.9693858,1500,2021-09-28,42,357,518.0,
519,Gulf Coast,"CIMARRON ENGINEERING, LLC",TX,ORANGE,12/14/2021,D,EMERALD 1,LAUSON 1,OIL & GAS,"HARTBURG,HARTBURG, S.,HARTBURG, S.E.","BASAL, MIDDLE, STRUMA","8,000 ft",2021-12-13,42-361-30992,30.2424048 / -93.7749962,750,2021-10-13,42,361,519.0,
520,Gulf Coast,"VANTAGE OPERATING, LLC",TX,ORANGE,12/14/2021,D,MOONSHINE 1,Energy 14,OIL & GAS,WILDCAT, ,"9,950 ft",2021-11-02,42-361-30991,30.0992456 / -93.7938234,1200,2021-09-29,42,361,520.0,
521,Haynesville,"PETROQUEST ENERGY, L.L.C.",TX,PANOLA,12/14/2021,H,SABINE ROYALTY ALO 4 4H,Nabors X02,OIL & GAS,CARTHAGE,COTTON VALLEY,"10,000 ft",2021-11-19,42-365-38687,32.1325022 / -94.0755738,1500,2021-09-13,42,365,521.0,
522,Haynesville,"PINE WAVE ENERGY PARTNERS OP,LLC",TX,PANOLA,12/14/2021,H,TILLER CRENSHAW ALLOC 1H,Nabors X35,GAS,CARTHAGE,HAYNESVILLE SHALE,"10,750 ft",2021-12-07,42-365-38702,32.3279938 / -94.0759372,1500,2021-11-03,42,365,522.0,
523,Haynesville,ROCKCLIFF ENERGY OPERATING LLC,TX,PANOLA,12/14/2021,H,MINNIE BELL HV UNIT A 1H,H&P 459,GAS,CARTHAGE,HAYNESVILLE SHALE,"13,000 ft",2021-12-01,42-365-38698,32.3777069 / -94.0741381,1500,2021-10-28,42,365,523.0,
524,Haynesville,SABINE OIL & GAS CORPORATION,TX,PANOLA,12/14/2021,H,NORTH HICKEY (AW) 1H,H&P 383,GAS,CARTHAGE,HAYNESVILLE SHALE,"12,000 ft",2021-12-07,42-365-38692,32.2409239 / -94.1363477,1500,2021-11-05,42,365,524.0,
525,Haynesville,SABINE OIL & GAS CORPORATION,TX,PANOLA,12/14/2021,H,SALT CREEK (AW) 3H,H&P 458,GAS,CARTHAGE,HAYNESVILLE SHALE,"12,000 ft",2021-12-02,42-365-38707,32.2398436 / -94.1480189,1500,2021-11-12,42,365,525.0,
526,Haynesville,"SLANT OPERATING, LLC",TX,PANOLA,12/14/2021,H,GLEASON 1H,H&P 452,OIL & GAS,CARTHAGE,COTTON VALLEY,"9,600 ft",2021-12-05,42-365-38697,32.1140868 / -94.4796625,1500,2021-10-21,42,365,526.0,
527,Haynesville,"TANOS EXPLORATION II, LLC",TX,PANOLA,12/14/2021,H,CASTLEBERRY-CHADWICK 1H,Scan Liberty,GAS,CARTHAGE,COTTON VALLEY,"9,695 ft",2021-10-23,42-365-38690,32.0625439 / -94.5300431,1500,2021-10-08,42,365,527.0,
528,Permian - Delaware,"P.O.&G. OPERATING, LLC",TX,PECOS,12/14/2021,V,PECOS VALLEY /5400 DEV./ UNIT 1005,United 32,OIL & GAS,PECOS VALLEY,DEVONIAN,"5,800 ft",2021-11-22,42-371-40324,31.2230681 / -102.7682242,550,2021-07-14,42,371,528.0,
529,Permian - Delaware,"PRI OPERATING, LLC",TX,PECOS,12/14/2021,H,ROOSTERFISH UNIT 22SW64 64H,Precision 593,OIL & GAS,SANDBAR,BONE SPRING,"10,000 ft",2021-12-13,42-371-40333,31.2042654 / -103.1264231,1500,2021-09-15,42,371,529.0,
530,Permian - Delaware,"PRI OPERATING, LLC",TX,PECOS,12/14/2021,H,ROOSTERFISH UNIT 22SW63 63H,Precision 599,OIL & GAS,SANDBAR,BONE SPRING,"10,000 ft",2021-11-28,42-371-40331,31.2066347 / -103.1259956,1800,2021-09-15,42,371,530.0,
531,Permian - Delaware,XTO ENERGY INC.,TX,PECOS,12/14/2021,H,MISTER ED 48-18-7 701H,H&P 421,OIL,HOEFS T-K,WOLFCAMP,"10,600 ft",2021-12-09,42-371-40338,31.1454188 / -103.16365,1500,2021-10-21,42,371,531.0,
532,Mississippi,"VENTURE OIL & GAS, INC.",MS,PERRY,12/14/2021,H,MURRY 4-6 1,RAPAD 36,OIL,WILDCAT,COTTON VALLEY,"18,000 ft",2021-10-23,23-111-20165,31.4290886 / -89.1064949,1500,2021-07-21,23,111,532.0,
533,Arkoma,TRINITY OPERATING (USG) LLC,OK,PITTSBURG,12/14/2021,H,PAYDEN 2-24/13/12H,Latshaw 42,OIL & GAS, ,"MISSISSIPPIAN, SYLVAN, WOODFORD","23,700 ft",2021-11-21,35-121-24882,34.8857815 / -95.8878104,1500,2021-11-19,35,121,533.0,
534,Austin Chalk,WALTER OIL & GAS CORPORATION,TX,POLK,12/14/2021,H,BSM A-471 1H,Big E 1,OIL & GAS,BROOKELAND,AUSTIN CHALK,"15,000 ft",2021-10-29,42-373-31356,30.85465 / -94.6556146,1500,2021-10-01,42,373,534.0,
535,Arkoma,CITATION OIL & GAS CORPORATION,OK,PONTOTOC,12/14/2021,D,EAST FITTS UNIT 9-87,Ada Energy 5,OIL & GAS, ,"BROMIDE, HUNTON, VIOLA", ,2021-12-07,35-123-23895,34.6125133 / -96.5595863,600,2021-07-22,35,123,535.0,
536,,"CAMPBELL ENERGY, LLC",,POSEY,12/14/2021,,RIBEYRE 82,George Mitchell 1,UNKNOWN, , , ,2021-12-02, ,38.1060562 / -87.9670334,475, ,0,0,536.0,
537,Arkoma,HILL OIL COMPANY INC,OK,POTTAWATOMIE,12/14/2021,V,HARRISON 1,Dan D 2,OIL & GAS, ,"CALVIN, EARLSBORO, LAYTON, MISENER, SENORA, SIMPSON DOLOMITE, VIOLA, WEWOKA, WILCOX, WOODFORD","4,300 ft",2021-12-11,35-125-23959,34.9911118 / -96.8153642,500,2021-11-29,35,125,537.0,
538,Tuscaloosa,SOUTHWIND OIL & GAS LLC,LA,RAPIDES,12/14/2021,H,AUS C RA SU80;CROWELL LM 30 H 002,Precision 109,OIL,MASTERS CREEK,AUSTIN CHALK,"23,590 ft",2021-11-17,17-079-20547,30.9480563 / -92.5158157,1600,2019-06-27,17,79,538.0,
539,DJ Basin,"BLACK OAK EXPLORATION, LLC",KS,RAWLINS,12/14/2021,V,THRELKEL ET AL 1-23,Murfin 7,OIL,UNNAMED,LKC,"4,650 ft",2021-12-10,15-153-21275,39.7774491 / -101.2052717,400,2021-12-01,15,153,539.0,
540,Permian - Midland,"BTA OIL PRODUCERS, LLC",TX,REAGAN,12/14/2021,H,COATES -B-MARATHON UNIT 2 2HU,Independence 206,OIL & GAS,SPRABERRY,TREND AREA,"7,650 ft",2021-11-20,42-383-41045,32.0733549 / -101.8656206,1500,2021-09-28,42,383,540.0,
541,Permian - Midland,DISCOVERY NATURAL RESOURCES LLC,TX,REAGAN,12/14/2021,H,BALL AL06 2076NH,Savanna 802,OIL,SPRABERRY,TREND AREA,"8,500 ft",2021-11-29,42-383-41051,31.2035267 / -101.3391724, ,2021-10-21,42,383,541.0,
542,Permian - Midland,"HIBERNIA RESOURCES III, LLC",TX,REAGAN,12/14/2021,H,TURNER B 2H,Cactus 167,OIL & GAS,SPRABERRY,TREND AREA,"10,000 ft",2021-11-25,42-383-41022,31.3709294 / -101.6979605,1800,2021-08-03,42,383,542.0,
543,Permian - Midland,"HIBERNIA RESOURCES III, LLC",TX,REAGAN,12/14/2021,H,MARY ROSE D 4H,Ensign 786,OIL & GAS,SPRABERRY,TREND AREA,"10,500 ft",2021-12-13,42-383-40857,31.3447774 / -101.7735028,1500,2020-01-28,42,383,543.0,
544,Permian - Midland,"HIBERNIA RESOURCES III, LLC",TX,REAGAN,12/14/2021,H,TURNER H 8H,Nabors X52,OIL & GAS,SPRABERRY,TREND AREA,"10,000 ft",2021-12-03,42-383-41028,31.3709789 / -101.6883431, ,2021-08-26,42,383,544.0,
545,Permian - Midland,"MOONTOWER RESOURCES OP, LLC",TX,REAGAN,12/14/2021,H,PRINCE UB A1 1H,Latshaw 43,OIL & GAS,SPRABERRY,TREND AREA,"8,100 ft",2021-11-26,42-383-41052,31.3428846 / -101.5784255,1500,2021-10-21,42,383,545.0,
546,Permian - Midland,"PIONEER NATURAL RES. USA, INC.",TX,REAGAN,12/14/2021,H,WAVLE-BURKITT 1205C 3H,Ensign T134,OIL & GAS,SPRABERRY,TREND AREA,"10,159 ft",2021-12-11,42-383-40957,31.3323426 / -101.6377831,1500,2021-03-16,42,383,546.0,
